page|62
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|707,167,789.26|1,399,472,646.45
结算备付金||
拆出资金||
交易性金融资产|8,600,000.00|10,900,000.00
衍生金融资产||
应收票据|10,782,127.44|2,063,563.40
应收账款|3,150,776,058.74|2,518,633,213.87
应收款项融资|122,189,561.46|164,105,358.25
预付款项|333,375,007.08|613,504,695.29
应收保费||
应收分保账款||
应收分保合同准备金||
page|63
其他应收款|186,580,249.50|282,649,474.09
其中：应收利息||
应收股利|314,000.00|9,800,000.00
买入返售金融资产||
存货|869,707.97|1,344.00
合同资产|1,755,372.10|0.00
合同履约成本|390,366,158.09|
持有待售资产|0.00|14,010,497.96
一年内到期的非流动资产|0.00|0.00
其他流动资产|628,895,160.87|94,815,291.50
流动资产合计|5,541,357,192.51|5,100,156,084.81
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||
长期股权投资|616,989,993.34|713,093,290.68
其他权益工具投资|53,697,021.26|47,999,226.12
其他非流动金融资产|202,325,896.00|61,500,000.00
投资性房地产|261,527,461.56|264,219,603.60
固定资产|664,585,144.03|681,482,449.95
在建工程|22,237,184.40|
生产性生物资产||
油气资产||
使用权资产||
无形资产|33,726,701.62|87,894,111.88
开发支出|0.00|0.00
商誉|582,623,685.52|1,680,131,420.49
长期待摊费用|15,612,961.48|17,047,579.00
递延所得税资产|140,038,912.17|106,903,342.74
其他非流动资产||
非流动资产合计|2,593,364,961.38|3,660,271,024.46
资产总计|8,134,722,153.89|8,760,427,109.27
流动负债：||
page|64
短期借款|337,882,370.42|601,694,913.68
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|193,532,908.80|89,521,421.65
应付账款|2,270,525,715.62|1,560,748,458.58
预收款项|946,308.14|295,458,045.38
合同负债|182,620,512.02|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|134,471,592.64|119,385,442.85
应交税费|93,651,795.66|125,252,994.05
其他应付款|92,294,190.19|91,943,444.01
其中：应付利息||
应付股利|6,750,000.00|16,235,088.67
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债||
其他流动负债|94,629,391.81|68,993,611.98
流动负债合计|3,400,554,785.30|2,952,998,332.18
非流动负债：||
保险合同准备金||
长期借款||
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债|119,819,580.71|175,468,590.71
page|65
递延收益|266,666.32|466,666.36
递延所得税负债|15,734,164.95|17,427,101.05
其他非流动负债||
非流动负债合计|135,820,411.98|193,362,358.12
负债合计|3,536,375,197.28|3,146,360,690.30
所有者权益：||
股本|1,743,337,128.00|1,743,337,128.00
其他权益工具||
其中：优先股||
永续债||
资本公积|1,398,438,960.28|1,404,862,715.35
减：库存股|0.00|0.00
其他综合收益|72,354,279.75|73,679,813.54
专项储备||
盈余公积|171,592,134.30|171,592,134.30
一般风险准备||
未分配利润|1,035,196,597.22|1,985,493,591.27
归属于母公司所有者权益合计|4,420,919,099.55|5,378,965,382.46
少数股东权益|177,427,857.06|235,101,036.51
所有者权益合计|4,598,346,956.61|5,614,066,418.97
负债和所有者权益总计|8,134,722,153.89|8,760,427,109.27
