page|66
项目|附注|2021 年度|2020 年度
一、营业总收入|(七) 61|813,288,073.74|1,362,421,996.78
其中：营业收入||813,288,073.74|1,362,421,996.78
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||978,229,157.50|1,244,966,986.92
其中：营业成本|(七) 61|527,313,767.65|723,744,668.30
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|(七) 62|101,715,604.25|138,954,237.05
销售费用|(七) 63|108,435,915.31|97,259,260.81
管理费用|(七) 64|157,444,919.93|169,091,238.68
研发费用|||
财务费用|(七) 66|83,318,950.36|115,917,582.08
其中：利息费用||125,055,154.72|137,083,214.16
利息收入||41,572,784.81|21,323,078.80
加：其他收益|(七) 67|1,201,291.54|774,309.07
投资收益（损失以“－”号填列）|(七) 68|529,193,552.69|-11,432,509.99
其中：对联营企业和合营企业的投资收益|(七) 68|-7,630,010.11|-8,308,988.38
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|(七) 70|81,864,301.87|27,373,975.23
信用减值损失（损失以“-”号填列）|(七) 71|-21,506,300.08|8,875,158.53
资产减值损失（损失以“-”号填列）|(七) 72|-205,826,596.88|4,708,495.26
资产处置收益（损失以“－”号填列）|(七) 73|-11,029.25|20,946.09
三、营业利润（亏损以“－”号填列）||219,974,136.13|147,775,384.05
加：营业外收入|(七) 74|9,019,940.29|10,465,211.20
减：营业外支出|(七) 75|1,103,309.68|1,782,326.73
page|67
四、利润总额（亏损总额以“－”号填列）||227,890,766.74|156,458,268.52
减：所得税费用|(七) 76|47,790,845.43|80,715,619.71
五、净利润（净亏损以“－”号填列）||180,099,921.31|75,742,648.81
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||180,099,921.31|75,742,648.81
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||184,824,261.09|50,867,369.80
2.少数股东损益（净亏损以“-”号填列）||-4,724,339.78|24,875,279.01
六、其他综合收益的税后净额|(七) 57|-2,925,745.58|-8,805,298.28
（一）归属母公司所有者的其他综合收益的税后净额||-2,925,745.58|-8,805,298.28
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-2,925,745.58|-8,805,298.28
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-2,925,745.58|-8,805,298.28
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||177,174,175.73|66,937,350.53
（一）归属于母公司所有者的综合收益总额||181,898,515.51|42,062,071.52
（二）归属于少数股东的综合收益总额||-4,724,339.78|24,875,279.01
八、每股收益：|||
（一）基本每股收益(元/股)|(十八) 2|0.0946|0.0252
（二）稀释每股收益(元/股)||不适用|不适用
