page|73
项目|附注|2020 年度|2019 年度
一、营业总收入||1,083,823,178.15|971,863,184.76
其中：营业收入|五、34|1,083,823,178.15|971,863,184.76
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,024,235,914.40|922,289,326.46
其中：营业成本|五、34|877,256,839.77|771,569,644.47
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|五、35|4,444,394.62|5,412,125.62
销售费用|五、36|38,975,525.95|35,338,413.67
管理费用|五、37|112,331,268.04|105,400,468.65
研发费用|五、38|8,151,418.13|13,031,176.38
财务费用|五、39|-16,923,532.11|-8,462,502.33
其中：利息费用||495,724.39|492,011.41
利息收入||17,667,671.05|9,057,301.64
加：其他收益|五、40|19,142,343.61|7,228,291.26
投资收益（损失以“－”号填列）|五、41|10,899,560.75|18,443,023.26
其中：对联营企业和合营企业的投资收益||1,148,222.46|1,078,980.49
以摊余成本计量的金融资产终止确认收益|||
page|74
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|五、42|516,250.00|422,166.67
信用减值损失（损失以“-”号填列）|五、43|-2,770,394.89|-6,666,420.04
资产减值损失（损失以“-”号填列）|五、44|-11,725,858.29|-12,964,826.76
资产处置收益（损失以“－”号填列）|五、45||511,911.42
三、营业利润（亏损以“－”号填列）||75,649,164.93|56,548,004.11
加：营业外收入|五、46|3,107,883.37|7,816,381.29
减：营业外支出|五、47|3,347,922.53|1,414,945.03
四、利润总额（亏损总额以“－”号填列）||75,409,125.77|62,949,440.37
减：所得税费用|五、48|487,958.67|404,137.09
五、净利润（净亏损以“－”号填列）||74,921,167.10|62,545,303.28
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||74,921,167.10|62,545,303.28
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||74,435,174.79|64,649,191.13
2.少数股东损益（净亏损以“-”号填列）||485,992.31|-2,103,887.85
六、其他综合收益的税后净额||2,154,388.06|4,388,732.93
（一）归属母公司所有者的其他综合收益的税后净额||2,154,388.06|4,388,732.93
1．不能重分类进损益的其他综合收益||2,154,388.06|4,388,732.93
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||2,154,388.06|4,388,732.93
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
page|75
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||77,075,555.16|66,934,036.21
（一）归属于母公司所有者的综合收益总额||76,589,562.85|69,037,924.06
（二）归属于少数股东的综合收益总额||485,992.31|-2,103,887.85
八、每股收益：|||
（一）基本每股收益(元/股)||0.13|0.11
（二）稀释每股收益(元/股)||0.13|0.11
