page|77
项目|附注|2019 年度|2018 年度
一、营业总收入||1,439,038,550.97|868,309,956.16
page|78
其中：营业收入||1,439,038,550.97|868,309,956.16
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,302,268,155.35|810,869,482.53
其中：营业成本||893,352,203.55|539,743,487.30
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||8,624,142.29|6,946,487.38
销售费用||129,053,420.12|85,868,882.19
管理费用||191,371,276.67|121,937,990.47
研发费用||74,923,557.77|41,976,836.82
财务费用||4,943,554.95|14,395,798.37
其中：利息费用||8,348,222.87|14,726,892.85
利息收入||3,740,570.27|1,109,181.49
加：其他收益||25,619,285.90|20,267,801.43
投资收益（损失以“－”号填列）||11,529,838.39|11,052,726.72
其中：对联营企业和合营企业的投资收益||3,084,089.29|2,236,795.64
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||-196,462.51|
资产减值损失（损失以“-”号填列）||-926,772.76|-5,485,615.25
资产处置收益（损失以“－”号填列）||-53,661.33|4,602,780.44
三、营业利润（亏损以“－”号填列）||172,742,623.31|87,878,166.97
加：营业外收入||1,032,998.56|1,439,166.08
减：营业外支出||1,909,920.04|2,376,562.13
四、利润总额（亏损总额以“－”号填列）||171,865,701.83|86,940,770.92
减：所得税费用||15,870,940.28|10,440,358.68
五、净利润（净亏损以“－”号填列）||155,994,761.55|76,500,412.24
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||155,994,761.55|76,500,412.24
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||143,593,190.49|70,337,553.86
2.少数股东损益（净亏损以“-”号填列）||12,401,571.06|6,162,858.38
六、其他综合收益的税后净额|||
page|79
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额|||
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||155,994,761.55|76,500,412.24
（一）归属于母公司所有者的综合收益总额||143,593,190.49|70,337,553.86
（二）归属于少数股东的综合收益总额||12,401,571.06|6,162,858.38
八、每股收益：|||
（一）基本每股收益(元/股)||0.37|0.22
（二）稀释每股收益(元/股)||0.37|0.22
