page|43
项目|附注|2019 年度|2018 年度
一、营业总收入||215,147,884.37|82,235,138.98
其中：营业收入|七.59|215,147,884.37|82,235,138.98
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||270,275,988.84|136,689,385.81
其中：营业成本|七.59|246,915,399.94|112,362,052.25
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七.60|18,586,157.09|7,351,580.52
销售费用|七.61|138,230.15|587,120.82
管理费用|七.62|16,194,887.15|16,730,189.11
研发费用|||
财务费用|七.64|-11,558,685.49|-341,556.89
其中：利息费用|||
利息收入||11,682,339.95|345,128.91
加：其他收益|七.65|872,000.04|1,212,000.04
page|44
投资收益（损失以“－”号填列）|七.66||15,356,649.65
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七.69|-284,170.46|
资产减值损失（损失以“-”号填列）|七.70|-31,358,992.42|-60,859,702.28
资产处置收益（损失以“－”号填列）|||
三、营业利润（亏损以“－”号填列）||-85,899,267.31|-98,745,299.42
加：营业外收入|七.72|22,345.47|
减：营业外支出|七.73|2,993,811.18|377,153.94
四、利润总额（亏损总额以“－”号填列）||-88,870,733.02|-99,122,453.36
减：所得税费用|七.74|3,805,276.24|9,577,285.88
五、净利润（净亏损以“－”号填列）|||-92,676,009.26  -108,699,739.24
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）|||-92,676,009.26  -108,699,739.24
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）|||-92,676,009.26  -108,699,739.24
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划|||
page|45
变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额|||
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额|||-92,676,009.26  -108,699,739.24
（一）归属于母公司所有者的综合收益总额|||-92,676,009.26  -108,699,739.24
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||-0.1392|-0.1633
（二）稀释每股收益(元/股)||-0.1392|-0.1633
