page|77
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|五、1||
货币资金|五、2|211,162,495.70|194,643,169.03
结算备付金||-|-
拆出资金||-|-
交易性金融资产||156,980,960.00|-
以公允价值计量且其变动计入当期损益的金融资产||-|-
衍生金融资产||-|-
应收票据||-|10,789,116.08
应收账款|五、3|173,344,215.86|123,534,357.68
应收款项融资|五、4|4,991,445.99|-
page|78
预付款项|五、5|3,436,706.97|1,869,399.50
应收保费||-|-
应收分保账款||-|-
应收分保合同准备金||-|-
其他应收款|五、6|1,870,410.07|1,186,702.70
其中：应收利息||-|448,044.03
应收股利||-|-
买入返售金融资产||-|-
存货|五、7|120,412,667.10|107,777,401.54
持有待售资产||-|-
一年内到期的非流动资产||-|-
其他流动资产|五、8|68,496,550.78|259,930,071.94
流动资产合计||740,695,452.47|699,730,218.47
非流动资产：|||
发放贷款和垫款||-|-
债权投资||-|-
可供出售金融资产||-|100,500,000.00
其他债权投资||-|-
持有至到期投资||-|-
长期应收款||-|-
长期股权投资||-|-
其他权益工具投资||-|-
其他非流动金融资产|五、9|101,810,100.00|-
投资性房地产||-|-
固定资产|五、10|455,289,419.21|152,352,175.16
在建工程|五、11|182,075,772.00|212,467,037.16
生产性生物资产||-|-
油气资产||-|-
使用权资产||-|-
无形资产|五、12|84,267,017.01|29,820,483.13
开发支出|五、13|-|-
商誉|五、14|13,852,383.17|13,852,383.17
长期待摊费用|五、15|130,703,960.42|4,342,993.31
递延所得税资产|五、16|27,991,086.59|7,157,825.19
其他非流动资产|五、17|28,033,942.82|117,087,062.63
非流动资产合计||1,024,023,681.22|637,579,959.75
资产总计||1,764,719,133.69|1,337,310,178.22
流动负债：|||
短期借款|五、18|247,165,719.72|62,049,419.14
向中央银行借款||-|-
拆入资金||-|-
交易性金融负债||-|-
以公允价值计量且其变动计入当期损益的金融负债||-|289,800.00
衍生金融负债||-|-
应付票据|五、19|56,126,276.63|78,959,819.97
page|79
应付账款|五、20|239,760,070.31|185,410,913.36
预收款项|五、21|11,004,168.90|11,664,258.72
卖出回购金融资产款||-|-
吸收存款及同业存放||-|-
代理买卖证券款||-|-
代理承销证券款||-|-
应付职工薪酬|五、22|12,061,955.91|8,641,951.12
应交税费|五、23|1,892,820.02|3,007,091.19
其他应付款|五、24|22,277,456.47|23,022,851.85
其中：应付利息||1,707,607.06|209,406.30
应付股利||-|-
应付手续费及佣金||-|-
应付分保账款||-|-
持有待售负债||-|-
一年内到期的非流动负债|五、25|27,525,339.76|-
其他流动负债|五、26|680,681.48|506,370.87
流动负债合计||618,494,489.20|373,552,476.22
非流动负债：|||
保险合同准备金||-|-
长期借款|五、27|175,000,000.00|-
应付债券||-|-
其中：优先股||-|-
永续债||-|-
租赁负债||-|-
长期应付款|五、28|4,315,260.25|-
长期应付职工薪酬||-|-
预计负债||-|-
递延收益|五、29|50,107,660.21|4,240,132.98
递延所得税负债||-|-
其他非流动负债||-|-
非流动负债合计||229,422,920.46|4,240,132.98
负债合计||847,917,409.66|377,792,609.20
所有者权益（或股东权益）：|||
实收资本（或股本）|五、30|211,085,000.00|210,565,000.00
其他权益工具||-|-
其中：优先股||-|-
永续债||-|-
资本公积|五、31|457,729,349.93|442,720,104.93
减：库存股|五、32|18,372,800.00|20,520,000.00
其他综合收益|五、33|872,879.69|504,569.21
专项储备||-|-
盈余公积|五、34|52,168,466.52|51,176,082.47
一般风险准备||-|-
未分配利润|五、35|187,104,038.51|245,208,096.35
归属于母公司所有者权益（或股东权益）合计||890,586,934.65|929,653,852.96
page|80
少数股东权益||26,214,789.38|29,863,716.06
所有者权益（或股东权益）合计||916,801,724.03|959,517,569.02
负债和所有者权益（或股东权益）总计||1,764,719,133.69|1,337,310,178.22
