page|143
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现||2,352,374,815.23|2,572,140,760.62
page|144
金|||
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||59,815,544.33|67,057,047.02
收到其他与经营活动有关的现金|七、78|97,858,891.02|88,146,469.80
经营活动现金流入小计||2,510,049,250.58|2,727,344,277.44
购买商品、接受劳务支付的现金||1,374,005,069.08|1,405,694,107.09
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||528,218,704.23|503,067,886.77
支付的各项税费||98,729,626.62|144,830,421.96
支付其他与经营活动有关的现金|七、78|128,233,748.58|227,901,496.49
经营活动现金流出小计||2,129,187,148.51|2,281,493,912.31
经营活动产生的现金流量净额|七、79|380,862,102.07|445,850,365.13
二、投资活动产生的现金流量：|||
收回投资收到的现金||0.00|10,986,553.23
取得投资收益收到的现金||27,287,025.31|3,052,478.19
处置固定资产、无形资产和其他长期资产收回的现金净额||3,059,019.07|1,587,169.96
处置子公司及其他营业单位收到的现金净额|||
取得子公司收到的现金净额||0.00|4,417.80
收到其他与投资活动有关的现金|七、78|4,400,000,000.00|430,000,000.00
page|145
投资活动现金流入小计||4,430,346,044.38|445,630,619.18
购建固定资产、无形资产和其他长期资产支付的现金||162,217,347.77|156,791,955.40
投资支付的现金||14,150,000.00|15,200,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78|4,460,000,000.00|1,120,000,000.00
投资活动现金流出小计||4,636,367,347.77|1,291,991,955.40
投资活动产生的现金流量净额||-206,021,303.39|-846,361,336.22
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||0.00|873,025,943.40
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||47,337,503.64|90,400,000.00
收到其他与筹资活动有关的现金|七、78||
筹资活动现金流入小计||47,337,503.64|963,425,943.40
偿还债务支付的现金||43,700,000.00|74,856,000.00
分配股利、利润或偿付利息支付的现金||126,319,133.23|108,819,419.55
其中：子公司支付给少数股东的股利、利润||2,256,605.46|
支付其他与筹资活动有关的现金|七、78|735,000.00|
筹资活动现金流出小计||170,754,133.23|183,675,419.55
筹资活动产生的现金流量净额||-123,416,629.59|779,750,523.85
四、汇率变动对现金及现金等价物的影响||-1,773,235.99|-140,549.00
五、现金及现金等价物净增加额  七、79||49,650,933.10|379,099,003.76
加：期初现金及现金等价物余额||657,145,932.28|278,046,928.52
六、期末现金及现金等价物余额  七、79||706,796,865.38|657,145,932.28
