page|124
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,454,366,412.88|1,775,363,963.94
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||2,945,451.22|5,079,109.77
收到其他与经营活动有关的现金||17,325,705.78|17,985,354.53
经营活动现金流入小计||2,474,637,569.88|1,798,428,428.24
购买商品、接受劳务支付的现金||1,849,356,001.98|1,342,917,153.35
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||259,225,170.27|167,101,598.35
支付的各项税费||84,690,427.78|71,183,021.45
支付其他与经营活动有关的||68,851,614.59|87,082,485.17
page|125
现金|||
经营活动现金流出小计||2,262,123,214.62|1,668,284,258.32
经营活动产生的现金流量净额||212,514,355.26|130,144,169.92
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||6,643,610.59|2,375,410.32
处置固定资产、无形资产和其他长期资产收回的现金净额||1,510,928.64|9,175,868.38
处置子公司及其他营业单位收到的现金净额|||1,748,391.46
收到其他与投资活动有关的现金||2,096,498,980.92|708,410,000.00
投资活动现金流入小计||2,104,653,520.15|721,709,670.16
购建固定资产、无形资产和其他长期资产支付的现金||189,797,701.61|163,833,318.91
投资支付的现金||36,060,022.26|9,725,294.12
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||352,926,855.16|205,724,258.06
支付其他与投资活动有关的现金||1,852,203,980.92|986,700,000.00
投资活动现金流出小计||2,430,988,559.95|1,365,982,871.09
投资活动产生的现金流量净额||-326,335,039.80|-644,273,200.93
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||41,661,830.00|389,177,990.58
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||473,680,000.00|282,180,354.72
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||515,341,830.00|671,358,345.30
偿还债务支付的现金||366,924,063.08|184,400,000.00
分配股利、利润或偿付利息支付的现金||37,247,114.08|5,431,442.05
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||404,244.00|25,345,488.65
筹资活动现金流出小计||404,575,421.16|215,176,930.70
筹资活动产生的现金流量净额||110,766,408.84|456,181,414.60
四、汇率变动对现金及现金等价物的影响||1,639,328.15|77,918.67
五、现金及现金等价物净增加额||-1,414,947.55|-57,869,697.74
加：期初现金及现金等价物余额||128,295,314.12|186,165,011.86
六、期末现金及现金等价物余额||126,880,366.57|128,295,314.12
