page|118
项目|2020 年度|2019 年度
一、经营活动产生的现金流量：||
销售商品、提供劳务收到的现金|410,871,846.12|419,192,985.69
客户存款和同业存放款项净增加额||
向中央银行借款净增加额||
向其他金融机构拆入资金净增加额||
收到原保险合同保费取得的现金||
收到再保业务现金净额||
保户储金及投资款净增加额||
收取利息、手续费及佣金的现金||
拆入资金净增加额||
回购业务资金净增加额||
代理买卖证券收到的现金净额||
收到的税费返还|7,571,530.15|6,894,869.85
收到其他与经营活动有关的现金|48,948,595.58|26,147,870.78
经营活动现金流入小计|467,391,971.85|452,235,726.32
购买商品、接受劳务支付的现金|281,899,277.32|220,055,230.84
客户贷款及垫款净增加额||
存放中央银行和同业款项净增加额||
支付原保险合同赔付款项的现金||
拆出资金净增加额||
支付利息、手续费及佣金的现金||
支付保单红利的现金||
支付给职工以及为职工支付的现金|46,175,717.12|39,490,533.76
支付的各项税费|24,367,264.86|23,022,224.81
page|119
支付其他与经营活动有关的现金|84,621,786.36|67,824,738.06
经营活动现金流出小计|437,064,045.66|350,392,727.47
经营活动产生的现金流量净额|30,327,926.19|101,842,998.85
二、投资活动产生的现金流量：||
收回投资收到的现金||
取得投资收益收到的现金||
处置固定资产、无形资产和其他长期资产收回的现金净额|8,378.00|32,000.00
处置子公司及其他营业单位收到的现金净额||
收到其他与投资活动有关的现金||
投资活动现金流入小计|8,378.00|32,000.00
购建固定资产、无形资产和其他长期资产支付的现金|169,193,367.84|97,955,439.34
投资支付的现金||9,800,000.00
质押贷款净增加额||
取得子公司及其他营业单位支付的现金净额||
支付其他与投资活动有关的现金||
投资活动现金流出小计|169,193,367.84|107,755,439.34
投资活动产生的现金流量净额|-169,184,989.84|-107,723,439.34
三、筹资活动产生的现金流量：||
吸收投资收到的现金|174,700,000.00|8,702,400.00
其中：子公司吸收少数股东投资收到的现金|2,700,000.00|
取得借款收到的现金|405,500,000.00|327,000,000.00
收到其他与筹资活动有关的现金|27,627,448.12|1,268,642.62
筹资活动现金流入小计|607,827,448.12|336,971,042.62
偿还债务支付的现金|374,600,000.00|227,400,000.00
分配股利、利润或偿付利息支付的现金|15,656,471.16|21,657,428.78
其中：子公司支付给少数股东的股利、利润||
支付其他与筹资活动有关的现金|29,523,071.19|75,987,119.97
筹资活动现金流出小计|419,779,542.35|325,044,548.75
筹资活动产生的现金流量净额|188,047,905.77|11,926,493.87
四、汇率变动对现金及现金等价物的影响||
五、现金及现金等价物净增加额|49,190,842.12|6,046,053.38
加：期初现金及现金等价物余额|135,195,824.40|129,149,771.02
六、期末现金及现金等价物余额|184,386,666.52|135,195,824.40
