page|100
项目|2020 年度|2019 年度
一、经营活动产生的现金流量：||
销售商品、提供劳务收到的现金|851,470,261.14|910,869,164.04
客户存款和同业存放款项净增加额||
向中央银行借款净增加额||
向其他金融机构拆入资金净增加额||
收到原保险合同保费取得的现金||
收到再保业务现金净额||
保户储金及投资款净增加额||
收取利息、手续费及佣金的现金||
拆入资金净增加额||
回购业务资金净增加额||
代理买卖证券收到的现金净额||
收到的税费返还|30,404,023.62|26,160,141.50
收到其他与经营活动有关的现金|54,488,476.03|51,620,795.71
经营活动现金流入小计|936,362,760.79|988,650,101.25
购买商品、接受劳务支付的现金|502,412,519.90|413,628,183.41
客户贷款及垫款净增加额||
存放中央银行和同业款项净增加额||
支付原保险合同赔付款项的现金||
拆出资金净增加额||
支付利息、手续费及佣金的现金||
支付保单红利的现金||
支付给职工以及为职工支付的现|145,044,312.97|117,264,300.85
page|101
金||
支付的各项税费|130,642,699.85|95,197,391.39
支付其他与经营活动有关的现金|105,608,675.50|134,945,502.89
经营活动现金流出小计|883,708,208.22|761,035,378.54
经营活动产生的现金流量净额|52,654,552.57|227,614,722.71
二、投资活动产生的现金流量：||
收回投资收到的现金|1,420,000,000.00|2,150,000,000.00
取得投资收益收到的现金|12,355,350.44|18,634,560.28
处置固定资产、无形资产和其他长期资产收回的现金净额|42,400.00|
处置子公司及其他营业单位收到的现金净额||
收到其他与投资活动有关的现金||
投资活动现金流入小计|1,432,397,750.44|2,168,634,560.28
购建固定资产、无形资产和其他长期资产支付的现金|30,116,391.91|53,522,720.38
投资支付的现金|1,205,800,000.00|2,181,200,000.00
质押贷款净增加额||
取得子公司及其他营业单位支付的现金净额|117,344,647.29|
支付其他与投资活动有关的现金||
投资活动现金流出小计|1,353,261,039.20|2,234,722,720.38
投资活动产生的现金流量净额|79,136,711.24|-66,088,160.10
三、筹资活动产生的现金流量：||
吸收投资收到的现金||5,792.08
其中：子公司吸收少数股东投资收到的现金||5,792.08
取得借款收到的现金||
收到其他与筹资活动有关的现金|88,144,908.09|849,718.73
筹资活动现金流入小计|88,144,908.09|855,510.81
偿还债务支付的现金||
分配股利、利润或偿付利息支付的现金|19,364,112.00|24,206,148.00
其中：子公司支付给少数股东的股利、利润||
支付其他与筹资活动有关的现金|55,124,388.15|75,289,829.89
page|102
筹资活动现金流出小计|74,488,500.15|99,495,977.89
筹资活动产生的现金流量净额|13,656,407.94|-98,640,467.08
四、汇率变动对现金及现金等价物的影响||
五、现金及现金等价物净增加额|145,447,671.75|62,886,095.53
加：期初现金及现金等价物余额|253,972,120.11|191,086,024.58
六、期末现金及现金等价物余额|399,419,791.86|253,972,120.11
