page|63
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,092,992,593.88|1,097,924,930.31
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||42,427,922.78|44,687,735.19
收到其他与经营活动有关的现金|七、76（1）|118,029,134.42|33,687,731.26
经营活动现金流入小计||1,253,449,651.08|1,176,300,396.76
购买商品、接受劳务支付的现金||1,003,461,452.06|925,538,556.36
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||124,340,692.82|114,313,571.10
支付的各项税费||13,365,525.76|19,344,745.66
支付其他与经营活动有关的现金|七、76（2）|97,978,171.52|86,055,051.60
经营活动现金流出小计||1,239,145,842.16|1,145,251,924.72
经营活动产生的现金流量净额||14,303,808.92|31,048,472.04
二、投资活动产生的现金流量：|||
收回投资收到的现金||13,945,040.05|1,307,474.34
取得投资收益收到的现金||2,268,043.46|2,514,037.66
处置固定资产、无形资产和其他长期资产收回的现金净额||1,541,000.00|6,644,454.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、76（3）||10,000,000.00
投资活动现金流入小计||17,754,083.51|20,465,966.00
购建固定资产、无形资产和其他长期资产支付的现金||187,944,743.80|56,305,593.99
投资支付的现金||47,522,221.00|51,600,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||235,466,964.80|107,905,593.99
page|64
投资活动产生的现金流量净额||-217,712,881.29|-87,439,627.99
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||422,031,991.12|105,714,899.99
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||422,031,991.12|105,714,899.99
偿还债务支付的现金||96,500,000.00|6,303,000.00
分配股利、利润或偿付利息支付的现金||24,761,422.29|21,405,739.00
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||121,261,422.29|27,708,739.00
筹资活动产生的现金流量净额||300,770,568.83|78,006,160.99
四、汇率变动对现金及现金等价物的影响||215,212.01|1,067,885.25
五、现金及现金等价物净增加额||97,576,708.47|22,682,890.29
加：期初现金及现金等价物余额||135,971,099.22|113,288,208.93
六、期末现金及现金等价物余额||233,547,807.69|135,971,099.22
