page|64
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|10,965,109,664.79|12,169,984,794.96
结算备付金|||
拆出资金|||
交易性金融资产|七、2|1,982,785,994.74|1,437,895,421.20
衍生金融资产|||
应收票据|七、4|2,290,000.00|5,491,431.37
应收账款|七、5|1,002,031,961.16|1,140,521,675.40
应收款项融资|||
预付款项|七、7|262,983,864.24|185,310,724.46
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|376,023,665.63|370,759,239.88
其中：应收利息||89,850,929.60|112,382,105.53
应收股利||15,108,132.58|
买入返售金融资产|||
存货|七、9|1,676,901,471.80|1,391,280,658.66
合同资产|||
持有待售资产|||
一年内到期的非流动资产|七、12|157,379,512.64|254,551,254.37
其他流动资产|七、13|4,315,521,560.52|3,093,832,130.09
page|65
流动资产合计||20,741,027,695.52|20,049,627,330.39
非流动资产：|||
发放贷款和垫款|||
债权投资|七、14||83,581,369.86
其他债权投资|||
长期应收款|七、16|117,200,811.20|157,089,094.92
长期股权投资|七、17|100,720,142.31|84,752,009.87
其他权益工具投资|七、18|114,159,812.25|120,198,767.05
其他非流动金融资产|||
投资性房地产|七、20|148,479,065.62|150,901,805.07
固定资产|七、21|1,358,204,196.83|1,288,748,186.90
在建工程|七、22|63,758,776.13|48,805,974.47
生产性生物资产|||
油气资产|||
使用权资产|七、25|95,294,309.81|
无形资产|七、26|977,410,184.19|970,430,549.69
开发支出|||
商誉|七、28|62,385,078.58|62,385,078.58
长期待摊费用|七、29|83,452,675.35|57,837,461.37
递延所得税资产|七、30|23,656,881.31|20,939,393.60
其他非流动资产|七、31|175,816,464.41|46,618,576.86
非流动资产合计||3,320,538,397.99|3,092,288,268.24
资产总计||24,061,566,093.51|23,141,915,598.63
流动负债：|||
短期借款|||
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、35|157,649,200.00|140,471,220.00
应付账款|七、36|3,327,971,055.74|2,956,418,160.45
预收款项|七、37|8,015,289.45|8,043,247.84
合同负债|七、38|1,396,560,556.83|878,466,764.35
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|822,436,841.94|798,809,967.20
应交税费|七、40|59,385,594.22|62,496,573.10
其他应付款|七、41|435,678,486.14|359,031,749.47
其中：应付利息||29,160,210.55|22,083,114.28
应付股利||12,957,857.97|54,376,881.15
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43|21,989,659.88|
其他流动负债|七、44|1,972,417,433.86|2,700,794,855.33
流动负债合计||8,202,104,118.06|7,904,532,537.74
page|66
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|七、47|71,928,475.77|
长期应付款|七、48|373,655,400.00|283,925,400.00
长期应付职工薪酬|||
预计负债|||
递延收益|七、51|92,732,083.30|94,087,757.25
递延所得税负债|||
其他非流动负债|七、52|35,361,747.06|53,153,872.35
非流动负债合计||573,677,706.13|431,167,029.60
负债合计||8,775,781,824.19|8,335,699,567.34
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|1,796,000,000.00|1,796,000,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|4,448,730,382.27|4,420,189,054.84
减：库存股|||
其他综合收益|七、57|-4,948,029.03|1,575,883.03
专项储备|||
盈余公积|七、59|1,283,045,642.55|1,154,396,442.82
一般风险准备||143,228,461.06|133,938,227.58
未分配利润|七、60|6,734,438,700.36|6,488,461,823.91
归属于母公司所有者权益（或股东权益）合计||14,400,495,157.21|13,994,561,432.18
少数股东权益||885,289,112.11|811,654,599.11
所有者权益（或股东权益）合计||15,285,784,269.32|14,806,216,031.29
负债和所有者权益（或股东权益）总计||24,061,566,093.51|23,141,915,598.63
