page|145
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,233,218,142.77|1,244,552,582.41
收到的税费返还||1,119,276.39|55,475.33
收到其他与经营活动有关的现金||81,543,319.93|139,228,545.16
经营活动现金流入小计||1,315,880,739.09|1,383,836,602.90
购买商品、接受劳务支付的现金||918,847,748.04|974,082,439.74
支付给职工及为职工支付的现金||330,041,371.39|341,511,310.59
page|146
支付的各项税费||39,845,130.85|76,852,466.59
支付其他与经营活动有关的现金||171,238,039.46|158,178,242.68
经营活动现金流出小计||1,459,972,289.74|1,550,624,459.60
经营活动产生的现金流量净额||-144,091,550.65|-166,787,856.70
二、投资活动产生的现金流量：|||
收回投资收到的现金||482,516,325.46|660,643,427.58
取得投资收益收到的现金||8,830,906.73|3,733,776.28
处置固定资产、无形资产和其他长期资产收回的现金净额||1,583,724.61|11,581,921.29
处置子公司及其他营业单位收到的现金净额||-|-
收到其他与投资活动有关的现金||-|-
投资活动现金流入小计||492,930,956.80|675,959,125.15
购建固定资产、无形资产和其他长期资产支付的现金||16,740,933.39|35,726,789.68
投资支付的现金||1,126,809,754.54|708,294,155.18
质押贷款净增加额||-|-
取得子公司及其他营业单位支付的现金净额||-|-
支付其他与投资活动有关的现金||-|-
投资活动现金流出小计||1,143,550,687.93|744,020,944.86
投资活动产生的现金流量净额||-650,619,731.13|-68,061,819.71
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||768,637,176.02|6,390,000.00
其中：子公司吸收少数股东投资收到的现金|||6,390,000.00
取得借款收到的现金||522,954,458.39|245,344,752.55
收到其他与筹资活动有关的现金||-|-
筹资活动现金流入小计||1,291,591,634.41|251,734,752.55
偿还债务支付的现金||341,016,420.34|213,325,542.45
分配股利、利润或偿付利息支付的现金||19,882,433.96|13,673,809.29
其中：子公司支付给少数股东的股利、利润||-|-
支付其他与筹资活动有关的现金||41,031,299.73|33,170,958.93
筹资活动现金流出小计||401,930,154.03|260,170,310.67
筹资活动产生的现金流量净额||889,661,480.38|-8,435,558.12
四、汇率变动对现金及现金等价物的影响||4,868,788.87|-1,784,529.68
page|147
五、现金及现金等价物净增加额||99,818,987.47|-245,069,764.21
加：期初现金及现金等价物余额||184,566,768.06|429,636,532.27
六、期末现金及现金等价物余额||284,385,755.53|184,566,768.06
