page|54
项目|附注|2021 年度|2020 年度
一、营业总收入|61|71,073,237,421.13|51,684,433,449.89
其中：营业收入|61|71,073,237,421.13|51,684,433,449.89
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||75,968,972,312.85|47,282,453,378.16
其中：营业成本|61|72,574,732,536.91|44,147,372,609.95
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|62|464,898,148.45|441,435,090.42
销售费用|||
管理费用|64|1,575,176,192.43|1,432,365,187.09
研发费用|65|388,687,927.79|285,765,736.85
财务费用|66|965,477,507.27|975,514,753.85
其中：利息费用||1,158,562,456.90|1,150,484,165.08
利息收入||-198,472,775.10|-191,569,001.66
加：其他收益|67|324,284,999.33|257,469,374.44
投资收益（损失以“－”号填列）|68|1,578,288,106.54|3,182,726,042.53
其中：对联营企业和合营企业的投资收益||1,233,421,459.43|2,904,824,071.22
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|70|-789,998.46|8,306.39
信用减值损失（损失以“-”号填列）|71|-4,586,225.98|-20,252,768.08
资产减值损失（损失以“-”号填列）|72|-17,752,352.85|-5,816,342.42
资产处置收益（损失以“－”号填列）|73|95,378,151.23|11,224,254.85
三、营业利润（亏损以“－”号填列）||-2,920,912,211.91|7,827,338,939.44
加：营业外收入|74|156,616,916.92|63,787,611.74
page|55
减：营业外支出|75|63,485,627.30|70,520,665.05
四、利润总额（亏损总额以“－”号填列）||-2,827,780,922.29|7,820,605,886.13
减：所得税费用|76|-827,271,176.55|1,147,174,922.11
五、净利润（净亏损以“－”号填列）||-2,000,509,745.74|6,673,430,964.02
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-2,000,509,745.74|6,673,430,964.02
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-855,221,421.86|6,086,298,670.23
2.少数股东损益（净亏损以“-”号填列）||-1,145,288,323.88|587,132,293.79
六、其他综合收益的税后净额||-142,243,163.07|120,191,400.80
（一）归属母公司所有者的其他综合收益的税后净额||-224,001,270.67|122,141,356.48
1．不能重分类进损益的其他综合收益||-207,909,286.55|132,685,278.66
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||753,962.98
（3）其他权益工具投资公允价值变动||-207,909,286.55|131,931,315.68
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-16,091,984.12|-10,543,922.18
（1）权益法下可转损益的其他综合收益||-18,521,113.99|-5,746,052.06
（2）其他债权投资公允价值变动||2,429,129.87|-4,797,870.12
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额||81,758,107.60|-1,949,955.68
七、综合收益总额||-2,142,752,908.81|6,793,622,364.82
（一）归属于母公司所有者的综合收益总额||-1,079,222,692.53|6,208,440,026.71
（二）归属于少数股东的综合收益总额||-1,063,530,216.28|585,182,338.11
八、每股收益：|||
（一）基本每股收益(元/股)||-0.06|0.45
（二）稀释每股收益(元/股)||-0.06|0.45
