page|80
项目|附注|2021 年度|2020 年度
一、营业总收入|七、61|10,351,588,212.51|7,408,151,562.49
其中：营业收入|七、61|10,351,588,212.51|7,408,151,562.49
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||10,611,142,680.66|7,289,309,203.07
其中：营业成本|七、61|7,271,430,431.45|5,116,598,032.23
利息支出|||
手续费及佣金支出|||
退保金|||
page|81
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|59,630,607.63|42,756,737.24
销售费用|七、63|549,345,240.09|291,112,906.28
管理费用|七、64|848,633,503.97|524,736,213.19
研发费用|七、65|1,846,561,279.39|1,308,041,124.25
财务费用|七、66|35,541,618.13|6,064,189.88
其中：利息费用||61,361,341.22|25,893,355.22
利息收入||31,899,888.24|24,837,891.69
加：其他收益|七、67|341,378,055.47|132,331,518.92
投资收益（损失以“－”号填列）  七、68||115,625,041.23|26,056,129.49
其中：对联营企业和合营企业的投资收益||94,388,359.97|26,036,129.49
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|2,387,760.33|-2,200,000.00
信用减值损失（损失以“-”号填列）|七、71|-18,128,244.65|-99,682,690.84
资产减值损失（损失以“-”号填列）|七、72|39,550,830.05|-33,324,086.47
资产处置收益（损失以“－”号填列）|七、73||33,018,867.94
三、营业利润（亏损以“－”号填列）||221,258,974.28|175,042,098.46
加：营业外收入|七、74|14,126,042.21|11,473,303.02
减：营业外支出|七、75|5,380,716.41|2,394,048.89
四、利润总额（亏损总额以“－”号填列）||230,004,300.08|184,121,352.59
减：所得税费用|七、76|27,342,029.88|19,111,131.03
五、净利润（净亏损以“－”号填列）||202,662,270.20|165,010,221.56
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||202,662,270.20|165,010,221.56
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||75,581,762.59|68,230,406.29
2.少数股东损益（净亏损以“-”号填列）||127,080,507.61|96,779,815.27
六、其他综合收益的税后净额|七、77|4,745,063.32|-1,183,280.08
（一）归属母公司所有者的其他综合收益的税后净额||4,853,740.71|-1,171,881.11
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||4,853,740.71|-1,171,881.11
（1）权益法下可转损益的其他综合收益|||
page|82
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||1,370,260.40|-1,171,881.11
（7）其他||3,483,480.31|
（二）归属于少数股东的其他综合收益的税后净额||-108,677.39|-11,398.97
七、综合收益总额||207,407,333.52|163,826,941.48
（一）归属于母公司所有者的综合收益总额||80,435,503.30|67,058,525.18
（二）归属于少数股东的综合收益总额||126,971,830.22|96,768,416.30
八、每股收益：|||
（一）基本每股收益(元/股)||0.15|0.14
（二）稀释每股收益(元/股)||0.15|0.14
