page|108
项目|附注|2021 年度|2020 年度
一、营业总收入|七、61|6,292,981,645.60|6,093,302,324.46
其中：营业收入|七、61|6,292,981,645.60|6,093,302,324.46
利息收入|||
已赚保费|||
手续费及佣金收入|||
page|109
二、营业总成本||6,366,549,415.24|6,313,239,736.09
其中：营业成本|七、61|5,725,215,291.00|5,465,964,476.08
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|19,508,571.65|17,165,320.96
销售费用|七、63|105,766,550.64|136,491,511.84
管理费用|七、64|302,521,607.87|379,499,536.41
研发费用|七、65|171,139,152.43|183,654,082.47
财务费用|七、66|42,398,241.65|130,464,808.33
其中：利息费用|七、66|78,421,275.27|91,281,344.88
利息收入|七、66|7,487,095.14|5,583,179.28
加：其他收益|七、67|12,402,789.12|7,026,940.96
投资收益（损失以“－”号填列）|七、68|137,903,163.08|454,704,187.13
其中：对联营企业和合营企业的投资收益||32,509,980.93|18,032,074.22
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|-1,904,245.00|4,038,275.39
信用减值损失（损失以“-”号填列）|七、71|16,296,016.30|-117,015,101.07
资产减值损失（损失以“-”号填列）|七、72|-27,543,347.43|-88,543,811.82
资产处置收益（损失以“－”号填列）|七、73|888,726.07|6,287,347.31
三、营业利润（亏损以“－”号填列）||64,475,332.50|46,560,426.27
加：营业外收入|七、74|7,764,586.76|43,822,546.47
减：营业外支出|七、75|13,793,520.91|4,793,336.82
四、利润总额（亏损总额以“－”号填列）||58,446,398.35|85,589,635.92
减：所得税费用|七、76|5,866,900.73|-39,378,122.30
五、净利润（净亏损以“－”号填列）||52,579,497.62|124,967,758.22
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||52,579,497.62|124,967,758.22
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润||59,990,004.20|171,500,525.74
page|110
（净亏损以“-”号填列）|||
2.少数股东损益（净亏损以“-”号填列）||-7,410,506.58|-46,532,767.52
六、其他综合收益的税后净额|七、77|-146,005,430.29|7,731,642.83
（一）归属母公司所有者的其他综合收益的税后净额||-122,557,273.64|7,332,477.73
1．不能重分类进损益的其他综合收益||8,912,067.09|13,428,244.85
（1）重新计量设定受益计划变动额||8,912,067.09|13,428,244.85
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|七、77|-131,469,340.73|-6,095,767.12
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|七、77|-131,469,340.73|-6,095,767.12
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额||-23,448,156.65|399,165.10
七、综合收益总额||-93,425,932.67|132,699,401.05
（一）归属于母公司所有者的综合收益总额||-62,567,269.44|178,833,003.47
（二）归属于少数股东的综合收益总额||-30,858,663.23|-46,133,602.42
八、每股收益：|||
（一）基本每股收益(元/股)|十八、2|0.0418|0.1196
（二）稀释每股收益(元/股)|十八、2|0.0418|0.1196
