page|84
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|2,152,508,643.76|1,532,965,200.05
结算备付金||
拆出资金||
交易性金融资产|2,042,903,416.32|
以公允价值计量且其变动计入当期损益的金融资产||
衍生金融资产||
应收票据||
应收账款|1,287,915,082.56|1,298,554,481.23
应收款项融资||
预付款项|661,089,054.70|193,770,132.83
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|84,842,613.18|792,425,628.90
其中：应收利息||64,445.20
应收股利|10,400,000.00|
page|85
买入返售金融资产||
存货||
合同资产||
持有待售资产||7,536,816.46
一年内到期的非流动资产||
其他流动资产|125,885,754.42|356,865,377.91
流动资产合计|6,355,144,564.94|4,182,117,637.38
非流动资产：||
发放贷款和垫款||
债权投资||
可供出售金融资产||1,119,291,025.55
其他债权投资||
持有至到期投资||
长期应收款||
长期股权投资|468,792,240.20|555,602,013.99
其他权益工具投资|119,521,347.60|
其他非流动金融资产|389,489,978.68|
投资性房地产||
固定资产|47,102,974.14|36,458,454.56
在建工程|797,245,599.78|
生产性生物资产||
油气资产||
使用权资产||
无形资产|16,997,408.09|14,296,437.04
开发支出||6,205,796.16
商誉|1,614,909,880.35|1,578,567,397.76
长期待摊费用|38,593,956.25|74,286,546.49
递延所得税资产|26,566,306.68|27,325,270.01
其他非流动资产|270,895,599.02|801,611,138.04
非流动资产合计|3,790,115,290.79|4,213,644,079.60
资产总计|10,145,259,855.73|8,395,761,716.98
流动负债：||
短期借款||369,000,000.00
向中央银行借款||
page|86
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
衍生金融负债||
应付票据|300,000,000.00|
应付账款|1,418,946,404.24|1,082,362,368.29
预收款项|196,924,263.69|94,628,742.59
合同负债||
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|278,936,676.53|121,978,401.18
应交税费|161,110,700.51|89,275,803.43
其他应付款|141,387,120.09|108,142,599.83
其中：应付利息||52,841.84
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|31,158,472.31|29,599,165.73
其他流动负债|71,925,723.44|97,256,568.16
流动负债合计|2,600,389,360.81|1,992,243,649.21
非流动负债：||
保险合同准备金||
长期借款|250,017,634.02|281,176,106.33
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债||
page|87
递延收益|721,630.66|3,903,715.32
递延所得税负债|422,626.71|4,735,906.20
其他非流动负债||
非流动负债合计|251,161,891.39|289,815,727.85
负债合计|2,851,551,252.20|2,282,059,377.06
所有者权益：||
股本|2,112,251,697.00|2,124,870,253.00
其他权益工具||
其中：优先股||
永续债||
资本公积|73,153,800.49|298,739,967.21
减：库存股||
其他综合收益|-94,582,500.13|46,376,346.58
专项储备||
盈余公积|227,390,965.90|170,477,835.88
一般风险准备||
未分配利润|4,711,093,895.82|3,332,211,003.19
归属于母公司所有者权益合计|7,029,307,859.08|5,972,675,405.86
少数股东权益|264,400,744.45|141,026,934.06
所有者权益合计|7,293,708,603.53|6,113,702,339.92
负债和所有者权益总计|10,145,259,855.73|8,395,761,716.98
