page|57
项目|附注|2019 年度|2018 年度
一、营业总收入||371,738,307.70|314,470,889.05
其中：营业收入||371,738,307.70|314,470,889.05
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||297,515,016.17|258,269,512.71
其中：营业成本||240,561,229.80|206,015,055.85
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
page|58
税金及附加||3,778,856.65|3,739,072.82
销售费用||19,102,215.10|16,544,413.50
管理费用||21,565,811.69|21,373,728.17
研发费用||12,973,318.13|11,527,458.56
财务费用||-466,415.20|-930,216.19
其中：利息费用||511,743.92|
利息收入||1,013,384.52|960,010.64
加：其他收益||7,092,392.33|7,604,190.57
投资收益（损失以“－”号填列）||17,204,483.87|20,744,728.91
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||3,345,913.31|
信用减值损失（损失以“-”号填列）||-51,561.05|
资产减值损失（损失以“-”号填列）||-345,785.50|-502,841.96
资产处置收益（损失以“－”号填列）||-3,404.83|
三、营业利润（亏损以“－”号填列）||101,465,329.66|84,047,453.86
加：营业外收入||63,371.60|3,071,500.00
减：营业外支出||113,388.47|432,370.04
四、利润总额（亏损总额以“－”号填列）||101,415,312.79|86,686,583.82
减：所得税费用||15,020,348.15|12,678,404.72
五、净利润（净亏损以“－”号填列）||86,394,964.64|74,008,179.10
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||86,394,964.64|74,008,179.10
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||86,394,964.64|74,008,179.10
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动|||
page|59
额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额|||
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||86,394,964.64|74,008,179.10
（一）归属于母公司所有者的综合收益总额||86,394,964.64|74,008,179.10
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.41|0.37
（二）稀释每股收益(元/股)||0.41|0.36
