page|71
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|七、1|3,042,844,496.93|3,013,572,217.72
结算备付金|||
拆出资金|||
交易性金融资产|七、2|98,908,254.00|
衍生金融资产|||
应收票据|||
应收账款|七、5|618,752,167.33|252,692,831.98
应收款项融资|||
预付款项|七、7|38,715,404.97|25,361,094.27
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|137,543,161.50|65,570,512.56
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|25,735,233,535.43|23,753,071,605.98
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|211,600,175.24|269,740,789.87
流动资产合计||29,883,597,195.40|27,380,009,052.38
非流动资产：|||
发放贷款和垫款|||
债权投资|七、14|182,405,739.13|106,134,930.52
其他债权投资|||
长期应收款|七、16|923,600,000.00|1,108,600,000.00
长期股权投资|七、17|1,843,214,468.90|253,976.21
page|72
其他权益工具投资|七、18|363,180,000.00|376,413,600.00
其他非流动金融资产|七、19|135,766,405.47|
投资性房地产|七、20|2,693,183,250.37|2,582,106,930.00
固定资产|七、21|629,401,177.42|162,987,778.95
在建工程|七、22|80,618,659.72|549,189,260.47
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、26|46,771,585.97|1,806,719.23
开发支出|||
商誉|七、28|11,796,027.25|
长期待摊费用|七、29|127,990,791.29|49,756,404.77
递延所得税资产|七、30（1）|513,407,940.02|345,896,189.25
其他非流动资产|七、31|35,075,000.00|
非流动资产合计||7,586,411,045.54|5,283,145,789.40
资产总计||37,470,008,240.94|32,663,154,841.78
流动负债：|||
短期借款|七、32|454,887,000.00|75,800,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|||
应付账款|七、36|2,403,672,514.74|1,219,681,540.88
预收款项|七、37|957,193.52|2,185,567,063.96
合同负债|七、38|2,712,449,837.01|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|67,441,177.99|47,427,563.49
应交税费|七、40|378,959,196.16|249,253,535.10
其他应付款|七、41|1,971,038,550.14|2,208,659,965.14
其中：应付利息||272,594,280.10|276,894,003.23
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43|6,902,968,837.85|2,733,652,750.00
page|73
其他流动负债|七、44|193,679,188.24|
流动负债合计||15,086,053,495.65|8,720,042,418.57
非流动负债：|||
保险合同准备金|||
长期借款|七、45|10,147,861,255.34|7,921,279,171.22
应付债券|七、46|2,581,134,313.04|6,973,123,794.81
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|七、48|127,435,867.83|126,786,382.05
长期应付职工薪酬|||
预计负债|||
递延收益|七、51|27,311,374.32|28,135,063.28
递延所得税负债|七、30（2）|284,334,982.28|222,478,706.83
其他非流动负债|七、52|785,000,000.00|807,500,000.00
非流动负债合计||13,953,077,792.81|16,079,303,118.19
负债合计||29,039,131,288.46|24,799,345,536.76
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|2,061,091,430.00|2,061,091,430.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|1,212,629,780.87|1,187,791,598.54
减：库存股|七、56|1,005,552,792.92|986,178,720.01
其他综合收益|七、57|610,364,071.04|605,917,334.10
专项储备|||
盈余公积|七、59|332,374,160.35|332,374,160.35
一般风险准备|七、60|938,015.00|938,015.00
未分配利润|七、61|5,210,963,391.16|4,652,236,495.26
归属 于母公司所有 者权益（或股东权益）合计||8,422,808,055.50|7,854,170,313.24
少数股东权益||8,068,896.98|9,638,991.78
所 有 者 权 益 （ 或 股 东 权益）合计||8,430,876,952.48|7,863,809,305.02
负债和所有者权益（或股东权益）总计||37,470,008,240.94|32,663,154,841.78
