page|90
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,696,847,217.62|2,682,479,466.57
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加|||
page|91
项目|附注|2020年度|2019年度
额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||596,353.39|1,154,148.84
收到其他与经营活动有关的现金||166,182,345.79|124,570,034.66
经营活动现金流入小计||2,863,625,916.80|2,808,203,650.07
购买商品、接受劳务支付的现金||804,762,330.40|708,791,397.47
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||321,395,902.50|373,199,779.07
支付的各项税费||363,034,944.26|409,203,796.94
支付其他与经营活动有关的现金||650,606,788.85|591,867,527.74
经营活动现金流出小计||2,139,799,966.01|2,083,062,501.22
经营活动产生的现金流量净额||723,825,950.79|725,141,148.85
二、投资活动产生的现金流量：|||
收回投资收到的现金||2,100,010,000|1,960,000,000
取得投资收益收到的现金||21,358,873.48|26,335,924.65
处置固定资产、无形资产和其他长期资产收回的现金净额||45,949.84|47,472.83
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||2,121,414,823.32|1,986,383,397.48
page|92
项目|附注|2020年度|2019年度
购建固定资产、无形资产和其他长期资产支付的现金||54,015,718.09|208,092,442.43
投资支付的现金||3,080,009,998.99|2,010,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||3,134,025,717.08|2,218,092,442.43
投资活动产生的现金流量净额||-1,012,610,893.76|-231,709,044.95
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计|||
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||405,843,434.72|401,000,000.00
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||100,613,252.40|
筹资活动现金流出小计||506,456,687.12|401,000,000.00
筹资活动产生的现金流量净额||-506,456,687.12|-401,000,000.00
四、汇率变动对现金及现金等价物的影响||-2,119,436.95|1,137,751.51
五、现金及现金等价物净增加额||-797,361,067.04|93,569,855.41
加：期初现金及现金等价物余额||2,623,890,241.25|2,530,320,385.84
六、期末现金及现金等价物余额||1,826,529,174.21|2,623,890,241.25
