page|88
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||8,123,867,539.53|11,121,942,900.38
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净|||
page|89
额|||
收到的税费返还||20,192,795.35|30,475,720.18
收到其他与经营活动有关的现金|七、(76)|123,936,760.96|184,842,482.36
经营活动现金流入小计||8,267,997,095.84|11,337,261,102.92
购买商品、接受劳务支付的现金||5,815,461,610.90|9,241,535,246.63
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||890,959,872.05|890,343,563.14
支付的各项税费||117,056,512.95|114,252,363.49
支付其他与经营活动有关的现金|七、(76)|595,416,612.57|612,608,404.22
经营活动现金流出小计||7,418,894,608.47|10,858,739,577.48
经营活动产生的现金流量净额||849,102,487.37|478,521,525.44
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,231,996.48|42,939,940.40
取得投资收益收到的现金||164,708,614.18|154,372,882.66
处置固定资产、无形资产和其他长期资产收回的现金净额||22,258,385.63|32,812,205.71
处置子公司及其他营业单位收到的现金净额||107,931.96|111,615,669.83
收到其他与投资活动有关的现金|七、(76)|8,359,000,000|8,369,832,265.04
投资活动现金流入小计||8,547,306,928.25|8,711,572,963.64
购建固定资产、无形资产和其他长期资产支付的现金||248,721,034.50|61,519,712.37
投资支付的现金||116,081,908.00|91,151,349.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、(76)|8,372,129,195.27|8,548,600,000.00
投资活动现金流出小计||8,736,932,137.77|8,701,271,061.37
投资活动产生的现金流量净额||-189,625,209.52|10,301,902.27
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||3,100,000.00|
其中：子公司吸收少数股东投资收到的现金||3,100,000.00|
page|90
取得借款收到的现金||33,000,000.00|30,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||36,100,000.00|30,000,000.00
偿还债务支付的现金||20,000,000.00|20,000,000.00
分配股利、利润或偿付利息支付的现金||184,404,775.01|122,428,455.53
其中：子公司支付给少数股东的股利、利润||490,000.00|
支付其他与筹资活动有关的现金|七、(76)|50,000.00|363,000.00
筹资活动现金流出小计||204,454,775.01|142,791,455.53
筹资活动产生的现金流量净额||-168,354,775.01|-112,791,455.53
四、汇率变动对现金及现金等价物的影响||42,218.57|-96,560.79
五、现金及现金等价物净增加额||491,164,721.41|375,935,411.39
加：期初现金及现金等价物余额||1,155,499,828.12|789,137,489.97
六、期末现金及现金等价物余额||1,646,664,549.53|1,165,072,901.36
