page|80
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金|七、(1)|1,651,500,549.53|1,173,687,851.89
结算备付金|||
拆出资金|||
交易性金融资产|七、(2)|61,460,997.35|
以公允价值计量且其变动计入当期损益的金融资产|||1,285,488.20
衍生金融资产|||
应收票据|七、(4)|471,369,196.42|660,720,772.37
应收账款|七、(5)|775,230,499.39|808,774,895.40
应收款项融资|||
预付款项|七、(7)|137,470,981.58|192,669,050.96
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、(8)|109,688,725.37|110,520,547.17
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、(9)|1,137,011,590.63|1,178,765,706.88
持有待售资产|||
一年内到期的非流动资产|||45,000,000.00
其他流动资产|七、(12)|4,094,409,222.27|4,051,459,898.73
流动资产合计||8,438,141,762.54|8,222,884,211.60
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||337,723,074.09
其他债权投资|||
持有至到期投资|||
长期应收款|||
长期股权投资|七、(16)|212,650,736.89|92,310,837.92
其他权益工具投资|七、(17)|13,330,162.51|
其他非流动金融资产|七、(18)|273,761,296.00|
投资性房地产|七、(19)|376,664,296.26|402,909,986.48
固定资产|七、(20)|857,913,126.62|843,038,978.24
在建工程|七、(21)|242,723,058.95|47,193,530.54
生产性生物资产|||
page|81
油气资产|||
使用权资产|||
无形资产||278,604,233.04|281,969,656.95
开发支出|七、(25)|3,733,199.11|5,023,418.15
商誉|七、(27)||2,609.39
长期待摊费用|七、(28)|60,095,231.04|58,573,805.02
递延所得税资产|七、(29)|35,670,017.44|27,961,068.62
其他非流动资产|七、(30)|25,234,379.99|36,805,579.51
非流动资产合计||2,380,379,737.85|2,133,512,544.91
资产总计||10,818,521,500.39|10,356,396,756.51
流动负债：|||
短期借款|七、(31)|33,000,000.00|20,000,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公允价值计量且其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据|七、(34)|429,696,040.96|392,231,381.10
应付账款|七、(35)|1,461,955,598.87|1,611,965,788.43
预收款项|七、(36)|508,525,391.13|527,374,455.99
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、(37)|400,410,896.38|357,892,775.07
应交税费|七、(38)|41,398,438.73|43,462,253.61
其他应付款|七、(39)|352,053,296.49|382,170,512.36
其中：应付利息||17,263.89|34,558.33
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债|||
流动负债合计||3,227,039,662.56|3,335,097,166.56
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|七、(46)||1,086,620.95
长期应付职工薪酬|||
预计负债|七、(48)||627,000.00
递延收益|七、(49)|132,808,182.86|178,596,401.02
递延所得税负债|七、(29)|4,568,401.17|3,047,397.24
page|82
其他非流动负债|||
非流动负债合计||137,376,584.03|183,357,419.21
负债合计||3,364,416,246.59|3,518,454,585.77
所有者权益（或股东权益）：|||
实收资本（或股本）|七、(51)|1,213,650,273.00|1,213,650,273.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、(53)|1,813,909,579.92|1,811,693,661.28
减：库存股|||
其他综合收益|七、(55)|-743,470.67|32,542,623.33
专项储备|||
盈余公积|七、(57)|315,841,548.10|243,074,163.32
一般风险准备|||
未分配利润|七、(58)|3,944,858,912.12|3,383,186,209.01
归属于母公司所有者权益（或股东权益）合计||7,287,516,842.47|6,684,146,929.94
少数股东权益||166,588,411.33|153,795,240.80
所有者权益（或股东权益）合计||7,454,105,253.80|6,837,942,170.74
负债和所有者权益（或股东权益）总计||10,818,521,500.39|10,356,396,756.51
