page|65
项目|附注|2020 年度|2019 年度
一、营业总收入||402,311,509.73|348,475,173.60
其中：营业收入|七、61|402,311,509.73|348,475,173.60
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||306,282,640.09|260,246,965.95
其中：营业成本|七、61|230,141,507.53|185,611,950.72
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|3,110,656.96|2,871,120.61
销售费用|七、63|9,442,183.08|7,960,298.71
管理费用|七、64|26,502,564.02|22,018,758.47
研发费用|七、65|37,676,571.72|41,938,446.22
财务费用|七、66|-590,843.22|-153,608.78
其中：利息费用||253,256.82|240,542.31
利息收入||889,138.80|420,916.01
加：其他收益|七、67|7,418,535.73|4,265,629.04
投资收益（损失以“－”号填列）|||
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七、71|-1,798,007.42|472,575.72
page|66
资产减值损失（损失以“-”号填列）|七、72|-2,283,194.22|460,579.32
资产处置收益（损失以“－”号填列）|||
三、营业利润（亏损以“－”号填列）||99,366,203.73|93,426,991.73
加：营业外收入|七、74|320,363.49|157,137.86
减：营业外支出|七、75|3,104,842.70|46,218.58
四、利润总额（亏损总额以“－”号填列）||96,581,724.52|93,537,911.01
减：所得税费用|七、76|12,125,517.31|11,122,446.97
五、净利润（净亏损以“－”号填列）||84,456,207.21|82,415,464.04
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||84,456,207.21|82,415,464.04
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||80,513,696.09|79,739,307.35
2.少数股东损益（净亏损以“-”号填列）||3,942,511.12|2,676,156.69
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||84,456,207.21|82,415,464.04
（一）归属于母公司所有者的综合收益总额||80,513,696.09|79,739,307.35
（二）归属于少数股东的综合收益总额||3,942,511.12|2,676,156.69
八、每股收益：|||
（一）基本每股收益(元/股)||0.10|0.12
（二）稀释每股收益(元/股)||0.10|0.12
