page|76
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||129,145,692.01|113,498,340.75
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金||377,502,382.28|480,964,795.38
拆入资金净增加额||229,502,370.19|-282,152,606.14
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||48,965,740.92|29,377,289.46
经营活动现金流入小计||785,116,185.40|341,687,819.45
购买商品、接受劳务支付的现金||5,237,108.73|5,637,788.56
客户贷款及垫款净增加额||-166,765,221.90|-799,315,878.97
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金||81,300,862.04|71,166,778.55
支付保单红利的现金|||
支付给职工及为职工支付的现金||86,526,688.57|70,982,144.94
支付的各项税费||100,975,121.28|138,804,394.88
支付其他与经营活动有关的现金||28,398,451.89|41,069,420.64
经营活动现金流出小计||135,673,010.61|-471,655,351.40
经营活动产生的现金流量净额||649,443,174.79|813,343,170.85
二、投资活动产生的现金流量：|||
收回投资收到的现金||13,849,959.00|
取得投资收益收到的现金||20,175,587.11|3,959,301.84
处置固定资产、无形资产和其他长期资产收回||714,099.50|111,525.68
page|77
的现金净额|||
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||34,739,645.61|4,070,827.52
购建固定资产、无形资产和其他长期资产支付的现金||1,321,017.75|519,494.61
投资支付的现金|||29,277,659.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||58,573,690.08|
支付其他与投资活动有关的现金||10,600,000.00|8,360,732.67
投资活动现金流出小计||70,494,707.83|38,157,886.28
投资活动产生的现金流量净额||-35,755,062.22|-34,087,058.76
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||193,829,200.00
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||393,035,824.78|990,778,554.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||393,035,824.78|1,184,607,754.00
偿还债务支付的现金||1,079,722,288.00|1,352,689,500.00
分配股利、利润或偿付利息支付的现金||102,197,546.51|179,858,822.34
其中：子公司支付给少数股东的股利、利润||12,686,005.17|85,685,000.00
支付其他与筹资活动有关的现金|||215,250,348.58
筹资活动现金流出小计||1,181,919,834.51|1,747,798,670.92
筹资活动产生的现金流量净额||-788,884,009.73|-563,190,916.92
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-175,195,897.16|216,065,195.17
加：期初现金及现金等价物余额||418,297,933.38|202,232,738.21
六、期末现金及现金等价物余额||243,102,036.22|418,297,933.38
