page|85
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||3,512,845,198.51|2,478,712,748.53
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||331,949,269.87|194,683,642.65
page|86
收到其他与经营活动有关的现金|第十节、七、78、(1)|101,554,288.71|59,870,319.93
经营活动现金流入小计||3,946,348,757.09|2,733,266,711.11
购买商品、接受劳务支付的现金||2,927,385,418.05|1,679,031,441.26
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||592,689,927.70|426,666,660.64
支付的各项税费||43,065,381.18|63,408,082.05
支付其他与经营活动有关的现金|第十节、七、78、(2)|86,659,496.02|64,925,261.14
经营活动现金流出小计||3,649,800,222.95|2,234,031,445.09
经营活动产生的现金流量净额||296,548,534.14|499,235,266.02
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||9,266,490.68|6,893,917.80
处置固定资产、无形资产和其他长期资产收回的现金净额||4,002,229.02|1,154,100.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|第十节、七、78、(3)|575,175,263.43|460,000,000.00
投资活动现金流入小计||588,443,983.13|468,048,017.80
购建固定资产、无形资产和其他长期资产支付的现金||551,113,262.76|547,943,228.26
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|第十节、七、78、(4)|573,300,750.00|390,000,000.00
投资活动现金流出小计||1,124,414,012.76|937,943,228.26
投资活动产生的现金流量净额||-535,970,029.63|-469,895,210.46
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||522,200.00|100,000.00
其中：子公司吸收少数股东投资收到的现金||522,200.00|100,000.00
取得借款收到的现金||688,764,508.63|568,886,681.69
page|87
收到其他与筹资活动有关的现金|第十节、七、78、(5)|1,210,695,804.83|
筹资活动现金流入小计||1,899,982,513.46|568,986,681.69
偿还债务支付的现金||793,057,815.95|249,671,568.20
分配股利、利润或偿付利息支付的现金||250,154,743.94|208,397,972.32
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|第十节、七、78、(6)|3,470,313.55|113,680,322.83
筹资活动现金流出小计||1,046,682,873.44|571,749,863.35
筹资活动产生的现金流量净额||853,299,640.02|-2,763,181.66
四、汇率变动对现金及现金等价物的影响||-27,405,285.72|-104,176,348.24
五、现金及现金等价物净增加额||586,472,858.81|-77,599,474.34
加：期初现金及现金等价物余额||1,134,756,469.19|1,212,355,943.53
六、期末现金及现金等价物余额||1,721,229,328.00|1,134,756,469.19
