page|59
项目|附注|2021 年度|2020 年度
一、营业总收入||893,092,772.18|749,891,528.58
其中：营业收入||893,092,772.18|749,891,528.58
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||737,915,942.65|573,916,993.10
其中：营业成本||580,605,503.27|450,638,455.53
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||10,899,309.66|9,054,388.62
销售费用||35,924,332.10|33,332,369.56
管理费用||46,735,072.97|41,223,418.46
研发费用||36,134,138.85|26,795,013.82
财务费用||27,617,585.80|12,873,347.11
其中：利息费用||20,301,897.26|11,079,860.08
利息收入||434,058.17|130,167.76
加：其他收益||10,083,199.71|7,919,018.48
投资收益（损失以“－”号填列）||4,717,473.01|3,197,052.68
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||372,333.58|-4,166,697.35
page|60
资产减值损失（损失以“-”号填列）|||
资产处置收益（损失以“－”号填列）||34,646.89|14,793.14
三、营业利润（亏损以“－”号填列）||170,384,482.72|182,938,702.43
加：营业外收入||280.00|560.00
减：营业外支出||629,682.34|3,395,907.18
四、利润总额（亏损总额以“－”号填列）||169,755,080.38|179,543,355.25
减：所得税费用||21,223,784.98|17,706,503.57
五、净利润（净亏损以“－”号填列）||148,531,295.40|161,836,851.68
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||148,531,295.40|161,836,851.68
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||143,729,102.89|157,032,167.37
2.少数股东损益（净亏损以“-”号填列）||4,802,192.51|4,804,684.31
六、其他综合收益的税后净额||5,488,505.58|2,332,809.10
（一）归属母公司所有者的其他综合收益的税后净额||5,700,802.71|2,869,700.97
1．不能重分类进损益的其他综合收益||5,134,653.48|3,804,216.48
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||5,134,653.48|3,804,216.48
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||566,149.23|-934,515.51
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||566,149.23|-934,515.51
（7）其他|||
page|61
（二）归属于少数股东的其他综合收益的税后净额||-212,297.13|-536,891.87
七、综合收益总额||154,019,800.98|164,169,660.78
（一）归属于母公司所有者的综合收益总额||149,429,905.60|159,901,868.34
（二）归属于少数股东的综合收益总额||4,589,895.38|4,267,792.44
八、每股收益：|||
（一）基本每股收益(元/股)||0.3071|0.3355
（二）稀释每股收益(元/股)||0.3071|0.3355
