page|137
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||13,185,034|10,356,587
客户存款和同业存放款项净增加额||4,604|
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金||9,182|
拆入资金净增加额|||
回购业务资金净增加额||31,228|
客户贷款及垫款净减少额||1,448|
代理买卖证券收到的现金净额|||
收到的税费返还||49,351|14,367
收到其他与经营活动有关的现金|七-87|72,700|74,537
经营活动现金流入小计||13,353,547|10,445,491
购买商品、接受劳务支付的现金||10,737,019|8,077,452
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||535,726|463,068
page|138
支付的各项税费||494,607|451,883
支付其他与经营活动有关的现金|七-87|235,157|208,320
经营活动现金流出小计||12,002,509|9,200,723
经营活动产生的现金流量净额||1,351,038|1,244,768
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,199,649|1,037,044
取得投资收益收到的现金||48,848|61,676
处置固定资产、无形资产和其他长期资产收回的现金净额||22,117|23,048
处置子公司及其他营业单位收到的现金净额||3,247|35,978
收到其他与投资活动有关的现金|七-87|121,638|167,444
投资活动现金流入小计||1,395,499|1,325,190
购建固定资产、无形资产和其他长期资产支付的现金||842,258|692,199
投资支付的现金||1,129,131|1,078,215
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||75,591|70,521
支付其他与投资活动有关的现金|七-87|152,630|205,161
投资活动现金流出小计||2,199,610|2,046,096
投资活动产生的现金流量净额||-804,111|-720,906
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||332,419|20,013
其中：子公司吸收少数股东投资收到的现金||7,758|20,013
取得借款收到的现金||2,715,500|2,414,313
收到其他与筹资活动有关的现金|七-87|47,316|1,129,045
筹资活动现金流入小计||3,095,235|3,563,371
偿还债务支付的现金||2,826,484|2,068,084
分配股利、利润或偿付利息支付的现金||463,018|441,323
其中：子公司支付给少数股东的股利、利润||282,287|255,415
支付其他与筹资活动有关的现金|七-87|275,873|1,474,931
筹资活动现金流出小计||3,565,375|3,984,338
筹资活动产生的现金流量净额||-470,140|-420,967
四、汇率变动对现金及现金等价物的影响||-5,128|2,542
五、现金及现金等价物净增加额||71,659|105,437
加：期初现金及现金等价物余||1,163,099|1,057,662
page|139
额|||
六、期末现金及现金等价物余额||1,234,758|1,163,099
