page|96
项目|2020 年度|2019 年度
一、营业总收入|639,619,907.27|923,667,392.96
其中：营业收入|639,619,907.27|923,667,392.96
利息收入||
已赚保费||
手续费及佣金收入||
二、营业总成本|599,185,099.39|756,974,842.43
其中：营业成本|352,066,387.21|468,063,910.14
利息支出||
手续费及佣金支出||
退保金||
赔付支出净额||
提取保险责任合同准备金净额||
保单红利支出||
分保费用||
page|97
税金及附加|233,589.91|3,197,177.67
销售费用|105,421,509.25|122,450,265.22
管理费用|75,091,291.76|99,947,251.56
研发费用|74,194,052.34|64,330,019.11
财务费用|-7,821,731.08|-1,013,781.27
其中：利息费用||
利息收入|9,462,658.51|3,353,778.45
加：其他收益||
投资收益（损失以“－”号填列）|9,291,194.03|18,715,186.66
其中：对联营企业和合营企业的投资收益||
以摊余成本计量的金融资产终止确认收益||
汇兑收益（损失以“-”号填列）||
净敞口套期收益（损失以“－”号填列）||
公允价值变动收益（损失以“－”号填列）||
信用减值损失（损失以“-”号填列）|-1,908,244.05|-2,216,409.06
资产减值损失（损失以“-”号填列）|-5,294,724.05|
资产处置收益（损失以“-”号填列）|224,680.76|37,780.73
三、营业利润（亏损以“－”号填列）|42,747,714.57|183,229,108.86
加：营业外收入|22,055,054.97|21,310,434.40
减：营业外支出|852,396.96|2,081,846.19
四、利润总额（亏损总额以“－”号填列）|63,950,372.58|202,457,697.07
page|98
减：所得税费用|-1,117,591.26|22,185,919.31
五、净利润（净亏损以“－”号填列）|65,067,963.84|180,271,777.76
（一）按经营持续性分类||
1.持续经营净利润（净亏损以“－”号填列）|65,067,963.84|180,271,777.76
2.终止经营净利润（净亏损以“－”号填列）||
（二）按所有权归属分类||
1.归属于母公司股东的净利润|65,067,963.84|180,271,777.76
2.少数股东损益||
六、其他综合收益的税后净额||
归属母公司所有者的其他综合收益的税后净额||
（一）不能重分类进损益的其他综合收益||
1.重新计量设定受益计划变动额||
2.权益法下不能转损益的其他综合收益||
3.其他权益工具投资公允价值变动||
4.企业自身信用风险公允价值变动||
5.其他||
（二）将重分类进损益的其他综合收益||
1.权益法下可转损益的其他综合收益||
2.其他债权投资公允价值变动||
3.金融资产重分类计入其他综合收益的金额||
page|99
4.其他债权投资信用减值准备||
5.现金流量套期储备||
6.外币财务报表折算差额||
7.其他||
归属于少数股东的其他综合收益的税后净额||
七、综合收益总额|65,067,963.84|180,271,777.76
归属于母公司所有者的综合收益总额|65,067,963.84|180,271,777.76
归属于少数股东的综合收益总额||
八、每股收益：||
（一）基本每股收益|0.18|0.5
（二）稀释每股收益|不适用|不适用
