page|73
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,728,062,380.83|3,165,416,903.37
收到的税费返还||-|
收到其他与经营活动有关的现金|（七）78（1）|105,192,147.61|55,031,494.29
经营活动现金流入小计||2,833,254,528.44|3,220,448,397.66
购买商品、接受劳务支付的现金||1,330,808,030.29|1,718,714,667.59
支付给职工及为职工支付的现金||316,680,805.23|301,306,114.46
支付的各项税费||212,164,946.30|222,553,942.69
支付其他与经营活动有关的现金|（七）78（2）|690,612,377.20|486,289,275.78
经营活动现金流出小计||2,550,266,159.02|2,728,864,000.52
经营活动产生的现金流量净额||282,988,369.42|491,584,397.14
二、投资活动产生的现金流量：|||
收回投资收到的现金||3,301,439,423.17|2,291,778,323.83
取得投资收益收到的现金||3,008,554.98|634,445.15
处置固定资产、无形资产和其他长期资产收回的现金净额||3,505,907.01|3,294,289.30
处置子公司及其他营业单位收到的现金净额||10,997,092.84|
收到其他与投资活动有关的现金|（七）78（3）|1,348,476.56|
投资活动现金流入小计||3,320,299,454.56|2,295,707,058.28
购建固定资产、无形资产和其他长期资产支付的现金||45,409,946.20|46,356,617.11
投资支付的现金||2,981,090,206.12|2,263,061,128.66
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||23,895,324.48|
支付其他与投资活动有关的现金||-|
投资活动现金流出小计||3,050,395,476.80|2,309,417,745.77
投资活动产生的现金流量净额||269,903,977.76|-13,710,687.49
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||3,100,000.00|12,050,000.00
其中：子公司吸收少数股东投资收到的现金||3,100,000.00|12,050,000.00
取得借款收到的现金||135,000,000.00|46,424,246.00
收到其他与筹资活动有关的现金|（七）78（5）|20,000,000.00|
筹资活动现金流入小计||158,100,000.00|58,474,246.00
偿还债务支付的现金||50,144,246.00|31,550,000.00
分配股利、利润或偿付利息支付的现金||119,675,958.05|67,653,689.99
其中：子公司支付给少数股东的股利、利润||4,071,153.84|414,715.00
支付其他与筹资活动有关的现金|（七）78（6）|-|12,170,940.03
筹资活动现金流出小计||169,820,204.05|111,374,630.02
筹资活动产生的现金流量净额||-11,720,204.05|-52,900,384.02
page|74
四、汇率变动对现金及现金等价物的影响||-962,226.37|-1,633,580.55
五、现金及现金等价物净增加额||540,209,916.76|423,339,745.08
加：期初现金及现金等价物余额||1,503,024,081.73|1,079,684,336.65
六、期末现金及现金等价物余额||2,043,233,998.49|1,503,024,081.73
