page|108
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|784,277,942.72|722,249,339.77
结算备付金|||
拆出资金|||
交易性金融资产|七、2|1,589,235,273.70|1,706,659,797.02
衍生金融资产|||
应收票据|七、4|30,919,227.70|54,466,029.31
应收账款|七、5|562,908,514.70|267,248,245.56
应收款项融资|七、6|48,983,100.66|20,222,136.42
预付款项|七、7|9,686,710.62|13,947,361.77
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|2,262,572.40|2,898,961.74
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|473,662,623.20|303,986,041.85
合同资产|七、10|88,581,898.62|89,668,785.76
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|6,878,203.70|5,893,294.40
流动资产合计||3,597,396,068.02|3,187,239,993.60
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|七、20|102,230,903.70|84,641,889.62
固定资产|七、21|14,163,357.45|34,292,146.07
在建工程|七、22|93,309,413.84|29,443,525.83
生产性生物资产|||
油气资产|||
使用权资产|七、25|5,641,918.00|
无形资产|七、26|42,891,725.98|43,891,709.66
开发支出|||
商誉|||
page|109
长期待摊费用|七、29|814,252.36|919,003.49
递延所得税资产|七、30|22,303,824.91|16,039,820.70
其他非流动资产|七、31|36,746,219.11|
非流动资产合计||318,101,615.35|209,228,095.37
资产总计||3,915,497,683.37|3,396,468,088.97
流动负债：|||
短期借款|七、32|99,023,200.00|48,057,322.22
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、35|31,876,393.04|63,475,252.90
应付账款|七、36|222,152,345.23|63,425,357.11
预收款项|||
合同负债|七、38|105,565,444.35|98,254,987.84
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|25,075,608.00|18,027,217.28
应交税费|七、40|24,883,686.25|23,548,880.01
其他应付款|七、41|4,178,333.94|2,115,254.34
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债|七、44|15,816,273.58|3,011,524.39
流动负债合计||528,571,284.39|319,915,796.09
非流动负债：|||
保险合同准备金|||
长期借款|七、45|42,066,091.67|47,674,903.89
应付债券|||
其中：优先股|||
永续债|||
租赁负债|七、47|5,467,160.58|
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|七、51||2,600,000.00
递延所得税负债|七、30|1,354,308.46|1,125,993.37
其他非流动负债|||
非流动负债合计||48,887,560.71|51,400,897.26
负债合计||577,458,845.10|371,316,693.35
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|100,000,000.00|100,000,000.00
其他权益工具|||
page|110
其中：优先股|||
永续债|||
资本公积|七、55|2,208,308,402.53|2,208,308,402.53
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积|七、59|50,000,000.00|50,000,000.00
一般风险准备|||
未分配利润|七、60|979,730,435.74|666,842,993.09
归属于母公司所有者权益（或股东权益）合计||3,338,038,838.27|3,025,151,395.62
少数股东权益|||
所有者权益（或股东权益）合计||3,338,038,838.27|3,025,151,395.62
负债和所有者权益（或股东权益）总计||3,915,497,683.37|3,396,468,088.97
