page|99
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||3,869,088,118.76|4,753,669,687.70
收到的税费返还||13,702.31|5,775,417.65
收到其他与经营活动有关的现金|六（五十五）|99,577,905.00|243,142,686.34
经营活动现金流入小计||3,968,679,726.07|5,002,587,791.69
购买商品、接受劳务支付的现金||2,231,847,826.40|2,986,951,090.80
支付给职工及为职工支付的现金||490,571,645.79|415,248,655.01
支付的各项税费||318,778,728.91|330,328,332.87
支付其他与经营活动有关的现金|六（五十五）|172,332,685.74|197,684,225.62
经营活动现金流出小计||3,213,530,886.84|3,930,212,304.30
经营活动产生的现金流量净额||755,148,839.23|1,072,375,487.39
二、投资活动产生的现金流量：|||
收回投资收到的现金|||4,000,000.00
取得投资收益收到的现金||15,329,570.19|2,551.27
page|100
处置固定资产、无形资产和其他长期资产收回的现金净额||1,902,085.58|7,360,131.70
处置子公司及其他营业单位收到的现金净额||288,783,036.40|1,301,238,329.87
收到其他与投资活动有关的现金|六（五十五）|2,513,128,198.63|858,258,772.66
投资活动现金流入小计||2,819,142,890.80|2,170,859,785.50
购建固定资产、无形资产和其他长期资产支付的现金||1,342,365,051.41|974,051,461.87
投资支付的现金||14,556,050.38|4,010,000.00
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|六（五十五）|1,740,094,520.55|1,016,754,962.04
投资活动现金流出小计||3,097,015,622.34|1,994,816,423.91
投资活动产生的现金流量净额||-277,872,731.54|176,043,361.59
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||502,999,998.76
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||454,988,000.00
收到其他与筹资活动有关的现金|六（五十五）|1,684,915,020.52|1,003,650,996.52
筹资活动现金流入小计||1,684,915,020.52|1,961,638,995.28
偿还债务支付的现金||248,865,600.00|1,097,990,800.00
分配股利、利润或偿付利息支付的现金||11,581,524.53|66,938,440.93
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|六（五十五）|1,368,562,490.52|1,261,254,912.40
筹资活动现金流出小计||1,629,009,615.05|2,426,184,153.33
筹资活动产生的现金流量净额||55,905,405.47|-464,545,158.05
四、汇率变动对现金及现金等价物的影响||-1,732,097.81|3,422,291.66
五、现金及现金等价物净增加额||531,449,415.35|787,295,982.59
加：期初现金及现金等价物余额||1,176,418,974.34|389,122,991.75
page|101
六、期末现金及现金等价物余额||1,707,868,389.69|1,176,418,974.34
