page|73
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|96,314,647.89|86,592,095.94
结算备付金||
拆出资金||
交易性金融资产||30,000,000.00
衍生金融资产||
应收票据||266,616.07
应收账款|21,562,863.26|17,548,587.52
应收款项融资||
预付款项|106,939,106.24|17,806,663.73
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|5,439,228.87|490,568,265.94
其中：应收利息||
应收股利||
买入返售金融资产||
存货|643,141,581.78|380,633,946.74
合同资产||
持有待售资产||
一年内到期的非流动资产|95,000,000.00|
其他流动资产|17,963,814.34|12,495,293.77
流动资产合计|986,361,242.38|1,035,911,469.71
非流动资产：||
发放贷款和垫款||
page|74
债权投资||
其他债权投资||
长期应收款|169,233,143.22|
长期股权投资||
其他权益工具投资|50,000,000.00|50,000,000.00
其他非流动金融资产||
投资性房地产|97,118,978.72|36,299,190.38
固定资产|264,515,607.19|281,538,933.67
在建工程|6,635,494.90|759,455.43
生产性生物资产||
油气资产||
使用权资产||
无形资产|20,110,863.39|20,680,318.12
开发支出|2,137,086.19|426,393.68
商誉||
长期待摊费用|336,306.77|429,306.77
递延所得税资产|15,570,216.28|15,048,842.31
其他非流动资产|4,904,220.00|
非流动资产合计|630,561,916.66|405,182,440.36
资产总计|1,616,923,159.04|1,441,093,910.07
流动负债：||
短期借款|230,193,569.44|
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据||
应付账款|8,711,079.03|37,971,239.97
预收款项|15,105,123.52|16,489,791.24
合同负债|13,077,707.34|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
page|75
应付职工薪酬|7,478,220.92|5,725,115.02
应交税费|3,542,520.87|2,590,624.73
其他应付款|4,150,823.87|4,435,315.86
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债||
其他流动负债|1,208,638.51|
流动负债合计|283,467,683.50|67,212,086.82
非流动负债：||
保险合同准备金||
长期借款||
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债||
递延收益|5,505,805.84|59,789,214.87
递延所得税负债||
其他非流动负债||
非流动负债合计|5,505,805.84|59,789,214.87
负债合计|288,973,489.34|127,001,301.69
所有者权益：||
股本|978,313,280.00|978,313,280.00
其他权益工具||
其中：优先股||
永续债||
资本公积|175,578,234.09|175,578,234.09
减：库存股|171,409,894.81|171,409,894.81
其他综合收益||
page|76
专项储备||
盈余公积|39,468,590.70|39,468,590.70
一般风险准备||
未分配利润|304,155,261.00|291,777,237.65
归属于母公司所有者权益合计|1,326,105,470.98|1,313,727,447.63
少数股东权益|1,844,198.72|365,160.75
所有者权益合计|1,327,949,669.70|1,314,092,608.38
负债和所有者权益总计|1,616,923,159.04|1,441,093,910.07
