page|131
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|6,314,278,448.00|5,686,920,373.25
结算备付金|||
拆出资金|||
交易性金融资产|七、2|1,374,048,586.45|1,275,514,772.62
衍生金融资产|七、3|21,587,810.00|108,254,540.00
应收票据|七、4|404,807,064.43|
应收账款|七、5|1,213,571,680.43|828,585,056.51
应收款项融资|七、6|5,375,360,903.48|5,581,049,073.02
预付款项|七、7|1,218,061,262.42|743,725,964.96
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|112,187,847.92|241,106,011.31
其中：应收利息|||
应收股利|||104,970,568.42
买入返售金融资产|||
存货|七、9|8,169,904,452.35|6,891,736,684.61
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|1,060,299,341.71|583,605,322.82
流动资产合计||25,264,107,397.19|21,940,497,799.10
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|七、16|21,459,194.75|21,712,131.04
长期股权投资|七、17|2,039,714,053.80|1,816,748,015.87
其他权益工具投资|七、18|1,753,659,712.13|255,309,712.13
其他非流动金融资产|七、19|218,052,333.33|269,455,994.15
投资性房地产|||
固定资产|七、21|19,270,799,646.88|19,140,487,840.72
在建工程|七、22|4,796,252,773.70|2,400,717,011.53
生产性生物资产|||
油气资产|||
使用权资产|七、25|115,183,510.98|
无形资产|七、26|1,102,486,011.00|1,090,985,462.25
开发支出|||
商誉|七、28|152,379,904.93|206,824,872.31
长期待摊费用|七、29|5,059,580.39|4,587,046.70
page|132
递延所得税资产|七、30|293,443,191.33|320,204,924.23
其他非流动资产|七、31|2,668,357,651.35|438,755,120.68
非流动资产合计||32,436,847,564.57|25,965,788,131.61
资产总计||57,700,954,961.76|47,906,285,930.71
流动负债：|||
短期借款|七、32|6,536,954,129.50|4,498,990,988.12
向中央银行借款|||
拆入资金|||
交易性金融负债|七、33|21,195,424.46|32,032,680.55
衍生金融负债|||-
应付票据|七、35|8,336,763,904.13|4,977,550,987.78
应付账款|七、36|4,636,118,270.04|4,266,603,720.86
预收款项|||
合同负债|七、38|3,865,207,456.95|4,002,102,890.71
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|709,286,631.55|758,996,333.31
应交税费|七、40|486,097,906.97|374,603,384.29
其他应付款|七、41|547,743,761.07|370,023,051.96
其中：应付利息|||
应付股利||15,000,000.00|-
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43|1,219,585,361.55|182,500,000.00
其他流动负债|七、44|922,469,035.89|871,384,494.76
流动负债合计||27,281,421,882.11|20,334,788,532.34
非流动负债：|||
保险合同准备金|||
长期借款|七、45|1,617,619,388.14|1,246,115,910.75
应付债券|七、46|513,224,334.45|1,540,067,331.53
其中：优先股|||
永续债|||
租赁负债|七、47|88,069,822.23|
长期应付款|七、48|302,275,339.52|868,200.00
长期应付职工薪酬|||
预计负债|七、50|57,910,046.04|61,133,812.14
递延收益|七、51|520,532,744.85|456,214,339.62
递延所得税负债|七、30|175,117,841.31|119,293,997.60
其他非流动负债|||
非流动负债合计||3,274,749,516.54|3,423,693,591.64
负债合计||30,556,171,398.65|23,758,482,123.98
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|6,158,916,011.00|6,146,206,011.00
其他权益工具|||
其中：优先股|||
page|133
永续债|||
资本公积|七、55|5,542,951,376.56|5,519,308,528.90
减：库存股|七、56|39,023,616.98|74,999,116.98
其他综合收益|七、57|202,406,493.73|174,452,500.93
专项储备|七、58|2,852,940.40|3,999,949.68
盈余公积|七、59|1,399,718,149.23|1,236,590,586.17
一般风险准备|||
未分配利润|七、60|13,119,395,552.01|10,724,694,552.05
归属于母公司所有者权益（或股东权益）合计||26,387,216,905.95|23,730,253,011.75
少数股东权益||757,566,657.16|417,550,794.98
所有者权益（或股东权益）合计||27,144,783,563.11|24,147,803,806.73
负债和所有者权益（或股东权益）总计||57,700,954,961.76|47,906,285,930.71
