page|67
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,458,516,865.42|1,450,671,338.23
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||12,064,361.84|9,986,957.53
收到其他与经营活动有关的现金||12,456,119.32|7,843,807.42
经营活动现金流入小计||1,483,037,346.58|1,468,502,103.18
购买商品、接受劳务支付的现金||1,232,030,849.50|1,148,114,609.09
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||123,388,189.48|153,121,558.68
支付的各项税费||19,144,131.20|39,477,601.59
支付其他与经营活动有关的现金||49,011,184.45|60,716,215.43
经营活动现金流出小计||1,423,574,354.63|1,401,429,984.79
经营活动产生的现金流量净额||59,462,991.95|67,072,118.39
二、投资活动产生的现金流量：|||
收回投资收到的现金||775,043,509.82|1,260,544,000.00
取得投资收益收到的现金||12,942,156.05|13,450,118.59
处置固定资产、无形资产和其他长期资产收回的现金净额||124,764.94|168,084.65
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||788,110,430.81|1,274,162,203.24
购建固定资产、无形资产和其他长期资产支付的现金||23,374,475.80|34,484,479.86
投资支付的现金||773,800,000.00|1,262,500,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||797,174,475.80|1,296,984,479.86
投资活动产生的现金流量净额||-9,064,044.99|-22,822,276.62
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||2,140,000.00|1,800,000.00
page|68
其中：子公司吸收少数股东投资收到的现金||2,140,000.00|1,800,000.00
取得借款收到的现金||561,184,730.00|617,370,635.83
收到其他与筹资活动有关的现金||14,457,917.97|15,569,870.83
筹资活动现金流入小计||577,782,647.97|634,740,506.66
偿还债务支付的现金||566,525,880.00|662,851,282.37
分配股利、利润或偿付利息支付的现金||25,358,149.63|50,327,143.96
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||14,475,094.38|8,466,088.00
筹资活动现金流出小计||606,359,124.01|721,644,514.33
筹资活动产生的现金流量净额||-28,576,476.04|-86,904,007.67
四、汇率变动对现金及现金等价物的影响||-4,491,845.70|-1,408,572.02
五、现金及现金等价物净增加额||17,330,625.22|-44,062,737.92
加：期初现金及现金等价物余额||94,646,758.33|138,709,496.25
六、期末现金及现金等价物余额||111,977,383.55|94,646,758.33
