page|70
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,422,845,290.45|867,121,971.21
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
page|71
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||38,574,011.32|13,408,005.69
经营活动现金流入小计||1,461,419,301.77|880,529,976.90
购买商品、接受劳务支付的现金||1,357,778,389.52|531,667,896.18
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||171,525,514.38|147,937,316.54
支付的各项税费||42,427,470.54|43,131,974.61
支付其他与经营活动有关的现金||94,580,720.84|182,247,320.38
经营活动现金流出小计||1,666,312,095.28|904,984,507.71
经营活动产生的现金流量净额||-204,892,793.51|-24,454,530.81
二、投资活动产生的现金流量：|||
收回投资收到的现金|||4,000,000.00
取得投资收益收到的现金||13,909,482.91|
处置固定资产、无形资产和其他长期资产收回的现金净额||56,621,746.89|29,162,515.98
处置子公司及其他营业单位收到的现金净额|||224,828,579.16
收到其他与投资活动有关的现金|||
投资活动现金流入小计||70,531,229.80|257,991,095.14
购建固定资产、无形资产和其他长期资产支付的现金||10,158,677.46|15,195,767.23
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||10,158,677.46|15,195,767.23
投资活动产生的现金流量净额||60,372,552.34|242,795,327.91
page|72
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||2,800,000.00|
其中：子公司吸收少数股东投资收到的现金||2,800,000.00|
取得借款收到的现金||700,000,000.00|385,000,000.00
收到其他与筹资活动有关的现金||9,200,000.00|
筹资活动现金流入小计||712,000,000.00|385,000,000.00
偿还债务支付的现金||653,000,000.00|540,000,000.00
分配股利、利润或偿付利息支付的现金||26,196,276.41|32,013,066.88
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|||1,452,717.30
筹资活动现金流出小计||679,196,276.41|573,465,784.18
筹资活动产生的现金流量净额||32,803,723.59|-188,465,784.18
四、汇率变动对现金及现金等价物的影响||1,553,505.97|1,884,098.95
五、现金及现金等价物净增加额||-110,163,011.61|31,759,111.87
加：期初现金及现金等价物余额||371,803,933.54|340,044,821.67
六、期末现金及现金等价物余额||261,640,921.93|371,803,933.54
