page|100
一、营业总收入|3,624,338,125.03|2,987,002,576.45
其中：营业收入|3,624,338,125.03|2,987,002,576.45
利息收入||
已赚保费||
手续费及佣金收入||
二、营业总成本|3,554,793,151.75|3,119,637,722.10
其中：营业成本|2,597,039,452.68|2,171,970,361.51
利息支出||
手续费及佣金支出||
退保金||
赔付支出净额||
提取保险责任合同准备金净额||
保单红利支出||
分保费用||
税金及附加|18,291,655.76|15,775,137.48
销售费用|195,968,930.10|217,090,615.89
管理费用|473,091,180.40|443,412,467.42
研发费用|226,733,989.67|219,773,190.67
财务费用|43,667,943.14|51,615,949.13
其中：利息费用|53,968,465.46|56,839,704.07
利息收入|9,268,626.08|9,492,928.36
加：其他收益|101,831,813.31|56,827,761.57
投资收益（损失以“－”号填列）|9,872,040.26|23,830,065.07
其中：对联营企业和合营企业的投资收益|-1,055,428.67|-798,244.56
以摊余成本计量的金融资产终止确认收益||
汇兑收益（损失以“-”号填列）||
净敞口套期收益（损失以“－”号填列）||
公允价值变动收益（损失以“－”号填列）||
信用减值损失（损失以“-”号填列）|13,393,975.25|-77,039,943.98
page|101
资产减值损失（损失以“-”号填列）|-31,714,410.90|-631,022,958.02
资产处置收益（损失以“-”号填列）|6,559,091.57|545,270.67
三、营业利润（亏损以“－”号填列）|169,487,482.77|-759,494,950.34
加：营业外收入|3,252,857.46|5,610,536.48
减：营业外支出|2,023,883.45|6,404,979.04
四、利润总额（亏损总额以“－”号填列）|170,716,456.78|-760,289,392.90
减：所得税费用|41,678,732.85|-903,354.08
五、净利润（净亏损以“－”号填列）|129,037,723.93|-759,386,038.82
（一）按经营持续性分类||
1.持续经营净利润（净亏损以“－”号填列）|123,122,459.90|-744,804,513.14
2.终止经营净利润（净亏损以“－”号填列）|5,915,264.03|-14,581,525.68
（二）按所有权归属分类||
1.归属于母公司股东的净利润|146,553,475.60|-651,236,949.92
2.少数股东损益|-17,515,751.67|-108,149,088.90
六、其他综合收益的税后净额|1,718,666.88|13,139,966.57
归属母公司所有者的其他综合收益的税后净额|-4,007,143.77|12,878,823.96
（一）不能重分类进损益的其他综合收益|-1,589,420.46|3,476,521.88
1.重新计量设定受益计划变动额||
2.权益法下不能转损益的其他综合收益||
3.其他权益工具投资公允价值变动|-1,589,420.46|3,476,521.88
4.企业自身信用风险公允价值变动||
5.其他||
（二）将重分类进损益的其他综合收益|-2,417,723.31|9,402,302.08
1.权益法下可转损益的其他综合收益||
2.其他债权投资公允价值变||
page|102
动||
3.金融资产重分类计入其他综合收益的金额||
4.其他债权投资信用减值准备||
5.现金流量套期储备||
6.外币财务报表折算差额|-2,417,723.31|9,402,302.08
7.其他||
归属于少数股东的其他综合收益的税后净额|5,725,810.65|261,142.61
七、综合收益总额|130,756,390.81|-746,246,072.25
归属于母公司所有者的综合收益总额|142,546,331.83|-638,358,125.96
归属于少数股东的综合收益总额|-11,789,941.02|-107,887,946.29
八、每股收益：||
（一）基本每股收益|0.30|-1.31
（二）稀释每股收益|0.29|-1.31
