page|77
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金|附注七、1、|1,347,139,967.49|890,888,560.13
结算备付金|||
拆出资金|||
交易性金融资产|附注七、2、|81,052,417.47|
以公允价值计量且其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据|附注七、4、|7,929,207.15|4,743,199.52
应收账款|附注七、5、|924,147,882.95|1,292,872,986.71
应收款项融资|||
预付款项|附注七、7、|204,038,344.50|315,127,360.03
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|附注七、8、|28,829,141.64|120,252,815.35
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|附注七、9、|361,983,267.24|480,931,559.85
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|附注七、12、|29,325,046.54|156,267,958.01
流动资产合计||2,984,445,274.98|3,261,084,439.60
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||1,500,000.00
其他债权投资|||
持有至到期投资|||
长期应收款|附注七、15、|20,944,441.85|27,878,235.99
长期股权投资|附注七、|27,106,616.85|24,125,295.06
page|78
|16、||
其他权益工具投资|附注七、17、|1,500,000.00|
其他非流动金融资产|||
投资性房地产|附注七、19、|55,920,872.23|60,332,150.47
固定资产|附注七、20、|3,032,175,029.85|2,603,005,450.86
在建工程|附注七、21、|927,293,725.33|930,605,035.47
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|附注七、25、|734,277,498.22|677,944,063.00
开发支出|||
商誉|附注七、27、|1,270,752,678.72|1,202,831,480.60
长期待摊费用|附注七、28、|17,136,731.09|18,995,375.76
递延所得税资产|附注七、29、|43,691,381.48|46,845,015.59
其他非流动资产|附注七、30、|32,092,080.51|39,993,540.00
非流动资产合计||6,162,891,056.13|5,634,055,642.80
资产总计||9,147,336,331.11|8,895,140,082.40
流动负债：|||
短期借款|附注七、31、|295,440,000.00|300,000,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公允价值计量且其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据|附注七、34、|68,378,100.00|118,300,000.00
应付账款|附注七、35、|444,370,063.53|439,301,660.86
预收款项|附注七、36、|1,401,497,238.29|1,661,955,108.28
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|附注七、37、|59,956,683.34|44,934,468.03
应交税费|附注七、38、|178,294,351.13|138,520,815.30
page|79
其他应付款|附注七、39、|82,366,234.19|171,621,307.87
其中：应付利息|附注七、39、|48,916.66|158,377.00
应付股利|附注七、39、|33,010,664.53|33,010,664.53
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|附注七、41、|182,710,180.10|136,198,162.51
其他流动负债|||
流动负债合计||2,713,012,850.58|3,010,831,522.85
非流动负债：|||
保险合同准备金|||
长期借款|附注七、43、|749,000,000.00|546,220,293.56
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|附注七、46、|442,549,375.46|162,168,192.05
长期应付职工薪酬|||
预计负债|||
递延收益|附注七、49、|288,171,031.30|328,308,736.04
递延所得税负债|附注七、29、|288,970,400.80|244,200,410.07
其他非流动负债|||
非流动负债合计||1,768,690,807.56|1,280,897,631.72
负债合计||4,481,703,658.14|4,291,729,154.57
所有者权益（或股东权益）：|||
实收资本（或股本）|附注七、51、|1,092,560,641.00|681,334,124.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|附注七、53、|929,249,991.76|1,336,302,817.29
减：库存股|附注七、54、|201,037,858.91|
其他综合收益|||
专项储备|附注七、56、|65,963,898.56|49,165,322.42
盈余公积|附注七、57、|181,721,556.02|181,721,556.02
一般风险准备|||
page|80
未分配利润|附注七、58、|2,448,148,589.88|2,233,891,709.85
归属于母公司所有者权益（或股东权益）合计||4,516,606,818.31|4,482,415,529.58
少数股东权益||149,025,854.66|120,995,398.25
所有者权益（或股东权益）合计||4,665,632,672.97|4,603,410,927.83
负债和所有者权益（或股东权益）总计||9,147,336,331.11|8,895,140,082.40
