page|91
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|413,922,396.46|600,648,725.30
结算备付金||
拆出资金||
交易性金融资产|322,481,123.31|
以公允价值计量且其变动计入当期损益的金融资产||
衍生金融资产||
应收票据||
应收账款|134,908,765.14|142,441,208.80
应收款项融资||
预付款项|220,767,861.54|293,599,354.71
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|197,037,932.75|211,939,946.45
其中：应收利息||
应收股利||17,596,682.16
买入返售金融资产||
存货|18,627,796.77|18,832,965.64
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|79,888,124.68|56,739,153.14
page|92
流动资产合计|1,387,634,000.65|1,324,201,354.04
非流动资产：||
发放贷款和垫款||
债权投资||
可供出售金融资产||156,165,428.87
其他债权投资||
持有至到期投资||
长期应收款||
长期股权投资|18,107,361.64|17,887,677.22
其他权益工具投资|156,165,428.87|
其他非流动金融资产||
投资性房地产||
固定资产|765,242,251.10|772,480,206.51
在建工程|181,048,394.77|154,851,438.54
生产性生物资产||
油气资产||
使用权资产||
无形资产|25,679,329.73|25,183,942.61
开发支出||
商誉||
长期待摊费用|552,079,613.11|441,418,584.51
递延所得税资产|5,946,833.69|5,402,174.31
其他非流动资产|21,406,420.63|25,280,086.38
非流动资产合计|1,725,675,633.54|1,598,669,538.95
资产总计|3,113,309,634.19|2,922,870,892.99
流动负债：||
短期借款|200,000,000.00|0.00
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
衍生金融负债||
应付票据|27,582,552.16|56,978,700.14
page|93
应付账款|301,150,734.23|306,557,828.02
预收款项|317,164,397.75|270,650,734.63
合同负债||
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|31,108,713.71|31,093,187.56
应交税费|26,796,616.47|56,823,243.64
其他应付款|30,678,759.12|25,646,711.76
其中：应付利息||
应付股利|38,114.00|822,500.00
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债||
其他流动负债||
流动负债合计|934,481,773.44|747,750,405.75
非流动负债：||
保险合同准备金||
长期借款||
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债||
递延收益|194,717,937.54|224,834,819.62
递延所得税负债||
其他非流动负债||
非流动负债合计|194,717,937.54|224,834,819.62
负债合计|1,129,199,710.98|972,585,225.37
所有者权益：||
page|94
股本|268,800,000.00|268,800,000.00
其他权益工具||
其中：优先股||
永续债||
资本公积|684,784,216.18|684,784,216.18
减：库存股||
其他综合收益|-237,892.54|-170,143.12
专项储备||
盈余公积|129,043,819.14|107,981,101.38
一般风险准备||
未分配利润|891,732,582.38|881,453,876.63
归属于母公司所有者权益合计|1,974,122,725.16|1,942,849,051.07
少数股东权益|9,987,198.05|7,436,616.55
所有者权益合计|1,984,109,923.21|1,950,285,667.62
负债和所有者权益总计|3,113,309,634.19|2,922,870,892.99
