page|103
项目|2021 年度|2020 年度
一、营业总收入|5,879,919,629.20|5,434,890,904.83
其中：营业收入|5,879,919,629.20|5,434,890,904.83
利息收入||
已赚保费||
手续费及佣金收入||
二、营业总成本|5,845,958,966.71|5,373,425,201.60
其中：营业成本|5,210,712,115.46|4,713,615,516.24
利息支出||
手续费及佣金支出||
退保金||
赔付支出净额||
提取保险责任合同准备金净额||
保单红利支出||
分保费用||
税金及附加|17,612,154.75|18,746,258.02
销售费用|143,161,101.27|182,243,125.25
管理费用|134,195,233.07|116,898,971.55
研发费用|205,481,833.11|198,251,161.67
财务费用|134,796,529.05|143,670,168.87
其中：利息费用|137,234,747.94|147,107,668.67
利息收入|7,537,550.96|9,888,999.48
加：其他收益|7,315,377.57|4,857,762.53
投资收益（损失以“－”号填列）|5,131,890.30|-34,122,058.12
其中：对联营企业和合营企业的投资收益|57,279.54|-34,203.28
以摊余成本计量的金融||
page|104
资产终止确认收益||
汇兑收益（损失以“-”号填列）||
净敞口套期收益（损失以“－”号填列）||
公允价值变动收益（损失以“－”号填列）||
信用减值损失（损失以“-”号填列）|-35,243,662.06|-12,045,712.49
资产减值损失（损失以“-”号填列）|-4,509,331.83|-15,454,370.91
资产处置收益（损失以“-”号填列）|4,838,304.27|196,326.93
三、营业利润（亏损以“－”号填列）|11,493,240.74|4,897,651.17
加：营业外收入|386,668.47|11,835,232.18
减：营业外支出|4,173,358.34|839,966.82
四、利润总额（亏损总额以“－”号填列）|7,706,550.87|15,892,916.53
减：所得税费用|-18,739,352.50|8,475,793.31
五、净利润（净亏损以“－”号填列）|26,445,903.37|7,417,123.22
（一）按经营持续性分类||
1.持续经营净利润（净亏损以“－”号填列）|26,445,903.37|7,417,123.22
2.终止经营净利润（净亏损以“－”号填列）||
（二）按所有权归属分类||
1.归属于母公司股东的净利润|27,394,310.02|10,950,130.24
2.少数股东损益|-948,406.65|-3,533,007.02
六、其他综合收益的税后净额|-66,796,064.09|-17,928,936.46
归属母公司所有者的其他综合收益的税后净额|-66,796,064.09|-17,928,936.46
（一）不能重分类进损益的其他综合收益|-66,796,064.09|-17,928,936.46
1.重新计量设定受益计划变动额||
2.权益法下不能转损益的其他综合收益||
3.其他权益工具投资公允价值变动|-66,796,064.09|-17,928,936.46
page|105
4.企业自身信用风险公允价值变动||
5.其他||
（二）将重分类进损益的其他综合收益||
1.权益法下可转损益的其他综合收益||
2.其他债权投资公允价值变动||
3.金融资产重分类计入其他综合收益的金额||
4.其他债权投资信用减值准备||
5.现金流量套期储备||
6.外币财务报表折算差额||
7.其他||
归属于少数股东的其他综合收益的税后净额||
七、综合收益总额|-40,350,160.72|-10,511,813.24
归属于母公司所有者的综合收益总额|-39,401,754.07|-6,978,806.22
归属于少数股东的综合收益总额|-948,406.65|-3,533,007.02
八、每股收益：||
（一）基本每股收益|0.0216|0.0086
（二）稀释每股收益|0.0216|0.0086
