page|126
项目|2021 年度|2020 年度
一、经营活动产生的现金流量：||
销售商品、提供劳务收到的现金|374,028,865.40|354,544,551.58
客户存款和同业存放款项净增加额||
向中央银行借款净增加额||
向其他金融机构拆入资金净增加额||
收到原保险合同保费取得的现金||
收到再保业务现金净额||
保户储金及投资款净增加额||
收取利息、手续费及佣金的现金||
拆入资金净增加额||
回购业务资金净增加额||
代理买卖证券收到的现金净额||
收到的税费返还|118,922.84|642,072.23
收到其他与经营活动有关的现金|17,250,358.85|12,514,350.77
经营活动现金流入小计|391,398,147.09|367,700,974.58
购买商品、接受劳务支付的现金|61,358,383.68|46,071,924.30
客户贷款及垫款净增加额||
存放中央银行和同业款项净增加额||
支付原保险合同赔付款项的现金||
拆出资金净增加额||
支付利息、手续费及佣金的现金||
支付保单红利的现金||
支付给职工以及为职工支付的现金|262,169,289.26|185,131,494.59
支付的各项税费|10,917,107.82|23,774,275.36
支付其他与经营活动有关的现金|32,405,952.17|30,681,395.78
page|127
经营活动现金流出小计|366,850,732.93|285,659,090.03
经营活动产生的现金流量净额|24,547,414.16|82,041,884.55
二、投资活动产生的现金流量：||
收回投资收到的现金||303,000,000.00
取得投资收益收到的现金|1,592,139.02|1,911,272.14
处置固定资产、无形资产和其他长期资产收回的现金净额|30,382.12|2,251,765.02
处置子公司及其他营业单位收到的现金净额||
收到其他与投资活动有关的现金||
投资活动现金流入小计|1,622,521.14|307,163,037.16
购建固定资产、无形资产和其他长期资产支付的现金|122,159,585.57|15,102,655.81
投资支付的现金||197,000,000.00
质押贷款净增加额||
取得子公司及其他营业单位支付的现金净额||
支付其他与投资活动有关的现金||
投资活动现金流出小计|122,159,585.57|212,102,655.81
投资活动产生的现金流量净额|-120,537,064.43|95,060,381.35
三、筹资活动产生的现金流量：||
吸收投资收到的现金|1,494,790,553.13|
其中：子公司吸收少数股东投资收到的现金||
取得借款收到的现金|28,560,000.00|
收到其他与筹资活动有关的现金||
筹资活动现金流入小计|1,523,350,553.13|0.00
偿还债务支付的现金|200,900.00|
分配股利、利润或偿付利息支付的现金|14,330,283.76|20,840,010.00
其中：子公司支付给少数股东的股利、利润||
支付其他与筹资活动有关的现金|18,268,938.56|1,200,000.00
筹资活动现金流出小计|32,800,122.32|22,040,010.00
筹资活动产生的现金流量净额|1,490,550,430.81|-22,040,010.00
四、汇率变动对现金及现金等价物的影响|-11,068,535.32|-60,686.30
五、现金及现金等价物净增加额|1,383,492,245.22|155,001,569.60
加：期初现金及现金等价物余额|225,487,098.92|70,485,529.32
六、期末现金及现金等价物余额|1,608,979,344.14|225,487,098.92
