page|72
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金|七、1|320,675,489.66|265,278,934.63
结算备付金|||
拆出资金|||
交易性金融资产|||
以公允价值计量且其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据|七、4|15,107,219.77|1,073,341.57
应收账款|七、5|747,402,651.57|649,440,723.18
应收款项融资|||
预付款项|七、7|1,428,557.44|1,633,518.67
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|149,563,123.56|132,782,949.90
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|993,343,132.71|995,227,272.75
持有待售资产|||
一年内到期的非流动资产|七、11|94,850,657.40|162,188,895.29
其他流动资产|七、12|62,822,801.32|44,207,285.22
流动资产合计||2,385,193,633.43|2,251,832,921.21
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||3,000,000.00
page|73
其他债权投资|||
持有至到期投资|||
长期应收款|七、15|608,041,282.93|403,412,738.19
长期股权投资|七、16|77,678,100.00|75,178,100.00
其他权益工具投资|||
其他非流动金融资产|七、18|113,347,293.52|
投资性房地产|七、19|5,672,478.10|1,448,190.29
固定资产|七、20|190,615,934.45|205,289,623.39
在建工程|七、21|430,847.43|5,643,734.68
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、25|6,243,834.68|5,735,644.52
开发支出|||
商誉|七、27|5,002,664.84|5,002,664.84
长期待摊费用|七、28|22,651,084.10|19,532,369.91
递延所得税资产|七、29、（1）|17,249,720.15|12,105,532.02
其他非流动资产|七、30|25,000,000.00|106,964,559.43
非流动资产合计||1,071,933,240.20|843,313,157.27
资产总计||3,457,126,873.63|3,095,146,078.48
流动负债：|||
短期借款|七、31|278,062,157.38|405,716,264.13
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公允价值计量且其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据|七、34|115,405,895.65|170,171,771.18
应付账款|七、35|652,405,538.71|647,913,838.82
预收款项|七、36|147,331,582.99|172,588,811.48
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、37|6,148,398.23|8,054,780.33
应交税费|七、38|6,081,460.60|7,542,358.38
其他应付款|七、39|59,163,705.26|113,981,564.27
其中：应付利息|七、39||900,783.29
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、41|122,097,103.08|34,529,903.83
其他流动负债|七、42|108,996,499.72|88,394,491.15
流动负债合计||1,495,692,341.62|1,648,893,783.57
非流动负债：|||
page|74
保险合同准备金|||
长期借款|七、43|199,574,172.50|54,574,172.50
应付债券|七、44|248,238,842.68|
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|七、46|60,647,189.34|14,307,644.77
长期应付职工薪酬|||
预计负债|||
递延收益|七、49|440,000.00|440,000.00
递延所得税负债|七、29、（2）|1,618,684.10|
其他非流动负债|||
非流动负债合计||510,518,888.62|69,321,817.27
负债合计||2,006,211,230.24|1,718,215,600.84
所有者权益（或股东权益）：|||
实收资本（或股本）|七、51|241,796,240.00|241,796,240.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、53|585,302,623.72|585,302,623.72
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积|七、57|46,235,234.91|44,468,596.85
一般风险准备|||
未分配利润|七、58|537,329,956.55|477,676,870.57
归属于母公司所有者权益（或股东权益）合计||1,410,664,055.18|1,349,244,331.14
少数股东权益||40,251,588.21|27,686,146.50
所有者权益（或股东权益）合计||1,450,915,643.39|1,376,930,477.64
负债和所有者权益（或股东权益）总计||3,457,126,873.63|3,095,146,078.48
