page|74
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||8,136,564,660.43|8,253,053,260.78
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||507,475,752.34|372,644,245.52
经营活动现金流入小计||8,644,040,412.77|8,625,697,506.30
购买商品、接受劳务支付的现金||2,639,307,651.58|2,702,010,169.28
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
page|75
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||3,040,287,028.51|2,798,168,283.35
支付的各项税费||78,647,056.23|65,204,562.44
支付其他与经营活动有关的现金||527,822,386.64|565,511,510.41
经营活动现金流出小计||6,286,064,122.96|6,130,894,525.48
经营活动产生的现金流量净额||2,357,976,289.81|2,494,802,980.82
二、投资活动产生的现金流量：|||
收回投资收到的现金||6,723,600,000.00|5,080,000,000.00
取得投资收益收到的现金||150,764,127.65|131,681,360.40
处置固定资产、无形资产和其他长期资产收回的现金净额||7,980,605.45|69,010,619.55
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||6,882,344,733.10|5,280,691,979.95
购建固定资产、无形资产和其他长期资产支付的现金||1,780,088,440.70|1,510,218,439.81
投资支付的现金||7,888,288,622.51|6,389,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||9,668,377,063.21|7,899,218,439.81
投资活动产生的现金流量净额||-2,786,032,330.11|-2,618,526,459.86
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||2,890,739,444.45|623,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||2,890,739,444.45|623,000,000.00
偿还债务支付的现金||1,911,275,116.22|138,000,000.00
分配股利、利润或偿付利息支付的现金||227,112,310.88|225,996,762.43
其中：子公司支付给少数股东的股利、利润||34,981,654.06|39,717,900.00
支付其他与筹资活动有关的现金||53,965,455.94|
筹资活动现金流出小计||2,192,352,883.04|363,996,762.43
筹资活动产生的现金流量净额||698,386,561.41|259,003,237.57
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||270,330,521.11|135,279,758.53
加：期初现金及现金等价物余额||3,162,567,390.46|3,027,287,631.93
六、期末现金及现金等价物余额||3,432,897,911.57|3,162,567,390.46
