page|83
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金|五、1|940,340,259.05|856,133,966.61
结算备付金|||
拆出资金|||
交易性金融资产|||
以公允价值计量且其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据|五、2|156,109,953.78|229,558,811.53
应收账款|五、3|690,502,973.42|551,510,703.81
应收款项融资|||
预付款项|五、4|227,123,075.92|200,920,677.19
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|五、5|14,289,061.09|18,008,379.69
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|五、6|908,313,509.56|953,430,604.52
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|五、7|11,379,962.96|18,715,983.34
流动资产合计||2,948,058,795.78|2,828,279,126.69
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||262,917,851.68
其他债权投资|||
持有至到期投资|||
长期应收款|||
长期股权投资|五、8|47,990,479.11|40,885,208.49
其他权益工具投资|五、9|306,546,192.11|
其他非流动金融资产|||
投资性房地产|五、10|141,547,996.75|90,169,907.15
固定资产|五、11|940,568,835.11|805,017,380.38
在建工程|五、12|3,440,002.83|136,842,368.74
生产性生物资产|||
page|84
油气资产|||
使用权资产|||
无形资产|五、13|155,952,785.78|145,402,036.05
开发支出|五、14||
商誉|五、15||
长期待摊费用|五、16|3,608,179.07|1,925,357.67
递延所得税资产|五、17|55,581,384.92|37,727,940.14
其他非流动资产|五、18|35,409,409.95|30,621,783.92
非流动资产合计||1,690,645,265.63|1,551,509,834.22
资产总计||4,638,704,061.41|4,379,788,960.91
流动负债：|||
短期借款|五、19|601,815,000.00|629,710,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公允价值计量且其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据|五、20|178,043,589.43|206,955,290.09
应付账款|五、21|995,472,747.76|783,195,782.37
预收款项|五、22|255,655,103.22|376,500,882.49
合同负债|||
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|五、23|30,846,458.26|27,016,312.74
应交税费|五、24|17,284,627.43|10,417,541.92
其他应付款|五、25|24,278,569.45|21,335,425.86
其中：应付利息||431,963.89|489,651.28
应付股利||56,487.04|56,487.04
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债|五、26|1,965,817.12|12,710,821.38
流动负债合计||2,105,361,912.67|2,067,842,056.85
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
page|85
租赁负债|||
长期应付款|五、27||30,540,000.00
长期应付职工薪酬|||
预计负债|||
递延收益|五、28|77,325,508.44|76,651,152.90
递延所得税负债|五、17|60,937,115.32|49,919,020.45
其他非流动负债|||
非流动负债合计||138,262,623.76|157,110,173.35
负债合计||2,243,624,536.43|2,224,952,230.20
所有者权益：|||
股本|五、29|400,080,405.00|400,080,405.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|五、30|341,912,794.91|327,375,739.23
减：库存股|||
其他综合收益|五、31|169,332,202.88|135,720,652.50
专项储备|||
盈余公积|五、32|156,351,291.25|152,417,694.24
一般风险准备|||
未分配利润|五、33|724,447,624.93|603,772,408.02
归属于母公司所有者权益合计||1,792,124,318.97|1,619,366,898.99
少数股东权益||602,955,206.01|535,469,831.72
所有者权益合计||2,395,079,524.98|2,154,836,730.71
负债和所有者权益总计||4,638,704,061.41|4,379,788,960.91
