page|63
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,439,194,567.08|1,739,159,073.56
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||1,181,464.76|292,910.22
收到其他与经营活动有关的现金||55,671,974.51|39,651,602.35
经营活动现金流入小计||1,496,048,006.35|1,779,103,586.13
购买商品、接受劳务支付的现金||1,144,867,153.11|1,171,598,790.86
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||62,413,984.51|56,842,963.26
page|64
支付的各项税费||84,741,011.23|88,253,802.82
支付其他与经营活动有关的现金||134,088,572.18|47,416,134.08
经营活动现金流出小计||1,426,110,721.03|1,364,111,691.02
经营活动产生的现金流量净额||69,937,285.32|414,991,895.11
二、投资活动产生的现金流量：|||
收回投资收到的现金||181,082,307.95|113,309,868.62
取得投资收益收到的现金||1,840,301.63|3,572,688.58
处置固定资产、无形资产和其他长期资产收回的现金净额||0.00|20,984,532.00
处置子公司及其他营业单位收到的现金净额||226,385,391.07|0.00
收到其他与投资活动有关的现金|||
投资活动现金流入小计||409,308,000.65|137,867,089.20
购建固定资产、无形资产和其他长期资产支付的现金||134,681,867.71|47,864,389.24
投资支付的现金||100,030,000.00|179,010,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||0.00|35,321,900.14
投资活动现金流出小计||234,711,867.71|262,196,289.38
投资活动产生的现金流量净额||174,596,132.94|-124,329,200.18
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||1,040,250,000.00|1,295,940,719.36
收到其他与筹资活动有关的现金||46,638,846.36|130,000,000.00
筹资活动现金流入小计||1,086,888,846.36|1,425,940,719.36
偿还债务支付的现金||1,411,884,865.43|2,146,263,857.95
分配股利、利润或偿付利息支付的现金||105,028,243.20|171,956,183.04
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||6,199,549.82|108,621,066.70
筹资活动现金流出小计||1,523,112,658.45|2,426,841,107.69
筹资活动产生的现金流量净额||-436,223,812.09|-1,000,900,388.33
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-191,690,393.83|-710,237,693.40
加：期初现金及现金等价物余||1,051,546,289.65|1,761,783,983.05
page|65
额|||
六、期末现金及现金等价物余额||859,855,895.82|1,051,546,289.65
