page|103
项目|附注|2019 年度|2018 年度
一、营业总收入||14,255,454,959.92|13,664,752,613.57
其中：营业收入|七．61|14,255,454,959.92|13,664,752,613.57
二、营业总成本||12,120,120,529.20|11,870,613,721.08
其中：营业成本|七．61|2,389,145,565.57|2,351,770,418.12
税金及附加|七．62|222,420,702.63|275,160,199.06
销售费用|七．63|8,080,617,876.59|8,035,787,141.63
管理费用|七．64|805,361,565.33|657,399,595.64
研发费用|七．65|505,360,729.54|480,238,190.85
财务费用|七．66|117,214,089.54|70,258,175.78
其中：利息费用||136,775,130.69|91,624,527.13
利息收入||19,371,954.61|21,202,035.31
加：其他收益|七．67|205,563,333.87|449,108,740.40
投资收益（损失以“－”号填列）|七．68|58,758,827.66|69,205,865.88
其中：对联营企业和合营企业的投资收益||58,758,827.66|69,205,865.88
信用减值损失（损失以“-”号填列）|七．71|28,365,452.83|
资产减值损失（损失以“-”号填列）|七．72|799,233.26|-41,749,035.24
资产处置收益（损失以“－”号填列）|七．73|129,845.11|-360,901.10
三、营业利润（亏损以“－”号填列）||2,428,951,123.45|2,270,343,562.43
加：营业外收入|七．74|6,876,261.18|28,750,844.68
减：营业外支出|七．75|21,114,424.68|44,494,495.34
四、利润总额（亏损总额以“－”号填列）||2,414,712,959.95|2,254,599,911.77
减：所得税费用|七．76|451,484,593.59|347,107,812.62
五、净利润（净亏损以“－”号填列）||1,963,228,366.36|1,907,492,099.15
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||1,963,228,366.36|1,907,492,099.15
（二）按所有权归属分类|||
page|104
1.归属于母公司股东的净利润（净亏损以“-”号填列）||1,945,997,173.47|1,888,405,372.55
2.少数股东损益（净亏损以“-”号填列）||17,231,192.89|19,086,726.60
六、其他综合收益的税后净额||-139,776.77|-141,809.79
（一）归属母公司所有者的其他综合收益的税后净额||-139,776.77|-141,809.79
2．将重分类进损益的其他综合收益||-139,776.77|-141,809.79
（1）外币财务报表折算差额||-139,776.77|-141,809.79
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||1,963,088,589.59|1,907,350,289.36
（一）归属于母公司所有者的综合收益总额||1,945,857,396.70|1,888,263,562.76
（二）归属于少数股东的综合收益总额||17,231,192.89|19,086,726.60
八、每股收益：|||
（一）基本每股收益(元/股)||1.7442|1.6544
（二）稀释每股收益(元/股)||1.7442|1.6544
