page|58
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金|1|466,596,974.32|538,860,037.00
结算备付金|||
拆出资金|||
交易性金融资产|||
以公允价值计量且其变动|||
page|59
计入当期损益的金融资产|||
衍生金融资产|||
应收票据|2|210,937,434.82|92,142,962.71
应收账款|3|1,147,389,450.91|1,502,054,492.47
应收款项融资|4|74,280,195.34|-
预付款项|5|123,926,080.91|91,168,605.22
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|6|63,148,961.99|44,321,772.53
其中：应收利息|||396,378.55
应收股利||3,839,940.37|3,839,940.37
买入返售金融资产|||
存货|7|791,181,678.19|1,059,253,588.52
持有待售资产|8|83,602,681.77|132,909,301.09
一年内到期的非流动资产|||
其他流动资产|9|273,585,082.87|302,528,176.99
流动资产合计||3,234,648,541.12|3,763,238,936.53
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||
其他债权投资|||
持有至到期投资|||
长期应收款|10|312,896,807.82|193,171,943.60
长期股权投资|11|213,596,754.55|163,774,273.88
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产|12|1,095,036,185.54|1,404,364,322.18
在建工程|13|139,761,942.94|137,872,546.61
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|14|113,482,244.11|173,495,899.46
开发支出|||
商誉|15|362,702,971.63|413,430,281.05
长期待摊费用|16||1,000,653.83
递延所得税资产|||
其他非流动资产|17|40,851,327.27|6,793,253.37
非流动资产合计||2,278,328,233.86|2,493,903,173.98
资产总计||5,512,976,774.98|6,257,142,110.51
流动负债：|||
短期借款|18|7,000,000.00|
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公允价值计量且其变动|||
page|60
计入当期损益的金融负债|||
衍生金融负债|||
应付票据|19|305,334,734.76|422,569,712.76
应付账款|20|1,257,725,198.42|1,888,804,289.71
预收款项|21|70,375,045.33|70,455,001.77
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|22|60,250,023.50|52,938,773.78
应交税费|23|8,589,706.40|15,486,010.20
其他应付款|24|757,335,278.68|670,334,925.86
其中：应付利息|||1,265,832.10
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|25|17,675,714.51|13,700,000.00
其他流动负债|26|113,785,274.12|
流动负债合计||2,598,070,975.72|3,134,288,714.08
非流动负债：|||
保险合同准备金|||
长期借款|27|899,999,094.11|916,299,094.11
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|28|479,515,852.28|680,096,729.84
递延收益|29|105,239,332.76|145,524,517.08
递延所得税负债|||
其他非流动负债|||
非流动负债合计||1,484,754,279.15|1,741,920,341.03
负债合计||4,082,825,254.87|4,876,209,055.11
所有者权益（或股东权益）：|||
实收资本（或股本）|30|6,030,600,000.00|6,030,600,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|31|5,332,447,825.02|5,332,884,695.66
减：库存股|32|1,180,377.60|
其他综合收益|33|-2,971,351.02|-15,684,955.71
专项储备|34||
盈余公积|35|506,342,014.21|506,342,014.21
一般风险准备|||
未分配利润|36|-10,337,838,100.66|-10,370,113,841.71
归属于母公司所有者权益||1,527,400,009.95|1,484,027,912.45
page|61
（或股东权益）合计|||
少数股东权益||-97,248,489.84|-103,094,857.05
所有者权益（或股东权益）合计||1,430,151,520.11|1,380,933,055.40
负债和所有者权益（或股东权益）总计||5,512,976,774.98|6,257,142,110.51
