page|71
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现||816,668,720.43|714,131,522.34
page|72
金|||
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||9,432,155.61|6,487,372.71
收到其他与经营活动有关的现金|七、78（1）|69,338,207.02|38,886,085.67
经营活动现金流入小计||895,439,083.06|759,504,980.72
购买商品、接受劳务支付的现金||444,609,438.29|464,535,237.18
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||113,479,257.51|94,152,717.04
支付的各项税费||45,075,614.54|30,973,550.93
支付其他与经营活动有关的现金|七、78（2）|213,755,204.14|132,155,445.77
经营活动现金流出小计||816,919,514.48|721,816,950.92
经营活动产生的现金流量净额||78,519,568.58|37,688,029.80
二、投资活动产生的现金流量：|||
收回投资收到的现金||4,390,000.00|
取得投资收益收到的现金||476,828.19|
处置固定资产、无形资产和其他长期资产收回的现金净额|||130.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78（3）|66,210,000.00|4,031,961.95
投资活动现金流入小计||71,076,828.19|4,032,091.95
page|73
|||
购建固定资产、无形资产和其他长期资产支付的现金||235,090,508.14|103,131,260.67
投资支付的现金||2,158,034.88|16,443,187.35
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||9,716,013.34|
支付其他与投资活动有关的现金|七、78（4）|72,210,000.00|1,000,000.00
投资活动现金流出小计||319,174,556.36|120,574,448.02
投资活动产生的现金流量净额||-248,097,728.17|-116,542,356.07
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||283,613,782.99
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||109,298,898.43|60,145,562.50
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||109,298,898.43|343,759,345.49
偿还债务支付的现金||51,990,589.38|50,250,000.00
分配股利、利润或偿付利息支付的现金||11,263,209.05|8,449,185.27
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78（5）|33,491,198.62|2,931,396.40
筹资活动现金流出小计||96,744,997.05|61,630,581.67
筹资活动产生的现金流量净额||12,553,901.38|282,128,763.82
四、汇率变动对现金及现金等价物的影响||-1,891,439.47|316,204.38
五、现金及现金等价物净增加额||-158,915,697.68|203,590,641.93
加：期初现金及现金等价物余额||328,144,608.72|124,553,966.79
六、期末现金及现金等价物余额||169,228,911.04|328,144,608.72
