page|88
项目|附注|2021 年度|2020 年度
一、营业总收入||1,419,144,012.46|914,439,106.48
其中：营业收入||1,419,144,012.46|914,439,106.48
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,199,712,280.35|825,754,467.77
其中：营业成本||1,073,077,722.38|693,857,384.45
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||12,413,218.63|9,724,319.78
销售费用||10,285,028.87|8,888,806.54
管理费用||100,908,534.85|104,810,383.33
研发费用||26,043,827.97|31,635,797.12
财务费用||-23,016,052.35|-23,162,223.45
其中：利息费用||161,907.95|
利息收入||25,035,541.13|25,771,682.76
加：其他收益||15,941,047.63|84,028,873.92
投资收益（损失以“－”号填列）||-130,659,459.41|268,710,995.45
其中：对联营企业和合营企业的投资收益|||
page|89
项目|附注|2021 年度|2020 年度
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||39,512,704.06|-13,157,656.70
信用减值损失（损失以“-”号填列）||-754,615.94|-652,498.86
资产减值损失（损失以“-”号填列）||-8,325,832.83|-25,423,409.41
资产处置收益（损失以“－”号填列）||340,476.66|338,985.00
三、营业利润（亏损以“－”号填列）||135,486,052.28|402,529,928.11
加：营业外收入||903,810.19|183,702.56
减：营业外支出||3,518,337.09|2,363,770.73
四、利润总额（亏损总额以“－”号填列）||132,871,525.38|400,349,859.94
减：所得税费用||30,359,741.43|75,524,724.41
五、净利润（净亏损以“－”号填列）||102,511,783.95|324,825,135.53
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||102,511,783.95|324,825,135.53
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||102,511,783.95|324,825,135.53
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额||-68,407.30|
（一）归属母公司所有者的其他综合收益的税后净额||-68,407.30|
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-68,407.30|
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
page|90
项目|附注|2021 年度|2020 年度
（5）现金流量套期储备||-68,407.30|
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||102,443,376.65|324,825,135.53
（一）归属于母公司所有者的综合收益总额||102,443,376.65|324,825,135.53
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.24|0.74
（二）稀释每股收益(元/股)||0.24|0.73
