page|92
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|1,658,167,050.19|522,323,654.28
结算备付金|||
拆出资金|||
交易性金融资产|七、2|516,240,130.00|155,069,279.35
衍生金融资产|||
应收票据|七、4|5,700,000.00|
应收账款|七、5|270,118,878.55|323,959,949.68
应收款项融资|七、6|20,126,657.55|4,234,647.96
预付款项|七、7|13,883,906.28|8,293,935.98
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|29,034,799.71|12,660,170.35
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|455,928,985.24|265,404,742.73
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|27,851,529.02|7,805,547.37
流动资产合计||2,997,051,936.54|1,299,751,927.70
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
page|93
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产|七、21|284,215,555.80|262,440,524.44
在建工程|七、22|505,245,711.73|9,174,995.40
生产性生物资产|||
油气资产|||
使用权资产|七、25|14,299,478.13|
无形资产|七、26|80,874,277.16|61,981,993.73
开发支出|||
商誉|||
长期待摊费用|七、29|16,866,615.67|26,624,064.77
递延所得税资产|七、30|11,718,490.10|9,967,400.42
其他非流动资产|七、31|13,249,451.56|5,578,687.57
非流动资产合计||926,469,580.15|375,767,666.33
资产总计||3,923,521,516.69|1,675,519,594.03
流动负债：|||
短期借款|七、32||10,000,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、35|446,463,728.61|288,567,348.11
应付账款|七、36|604,076,625.45|328,576,307.32
预收款项|||
合同负债|七、38|54,309,185.18|44,986,478.75
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
page|94
应付职工薪酬|七、39|69,814,927.48|49,507,402.21
应交税费|七、40|54,211,323.66|56,336,171.44
其他应付款|七、41|7,906,903.10|6,402,424.47
其中：应付利息|||10,138.89
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43|3,341,938.01|
其他流动负债|七、44|1,641,802.94|728,988.79
流动负债合计||1,241,766,434.43|785,105,121.09
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|七、47|10,879,553.42|
长期应付款|||
长期应付职工薪酬|||
预计负债|七、50|1,796,192.36|2,332,346.31
递延收益|七、51|25,061,217.05|20,797,926.27
递延所得税负债|七、30|3,812,569.50|10,391.90
其他非流动负债|||
非流动负债合计||41,549,532.33|23,140,664.48
负债合计||1,283,315,966.76|808,245,785.57
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|170,667,000.00|128,000,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|1,371,044,517.44|82,801,448.81
page|95
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积|七、59|85,942,025.76|67,069,942.96
一般风险准备|||
未分配利润|七、60|1,012,552,006.73|589,402,416.69
归属于母公司所有者权益（或股东权益）合计||2,640,205,549.93|867,273,808.46
少数股东权益|||
所有者权益（或股东权益）合计||2,640,205,549.93|867,273,808.46
负债和所有者权益（或股东权益）总计||3,923,521,516.69|1,675,519,594.03
