page|70
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金||3,367,091,539.77|2,660,712,054.30
应收票据||157,822,703.28|87,654,597.10
应收账款||1,374,906,074.31|1,149,597,038.02
应收款项融资||41,814,351.91|13,719,787.09
预付款项||41,402,992.22|48,710,157.89
其他应收款||47,643,885.52|64,279,774.66
其中：应收股利||358,100.00|-
存货||1,194,393,054.56|1,099,509,138.75
合同资产||86,967,355.18|-
其他流动资产||26,558,219.29|18,407,987.93
流动资产合计||6,338,600,176.04|5,142,590,535.74
非流动资产：|||
长期应收款||74,362,536.98|94,157,108.88
长期股权投资||3,251,763,880.59|3,064,383,407.78
其他非流动金融资产||682,256,984.22|674,043,483.63
投资性房地产||30,517,773.52|552,910.38
固定资产||1,084,016,507.48|1,177,433,548.65
在建工程||33,212,496.81|35,800,812.65
无形资产||152,432,092.66|156,803,970.80
商誉||1,748,004.46|1,748,004.46
长期待摊费用||21,763,064.98|12,273,838.62
递延所得税资产||44,101,789.39|21,531,532.64
其他非流动资产||8,400,532.42|10,838,822.84
非流动资产合计||5,384,575,663.51|5,249,567,441.33
资产总计||11,723,175,839.55|10,392,157,977.07
page|71
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动负债：|||
短期借款||66,333,981.91|77,000,993.32
应付票据||319,779,054.61|225,862,179.19
应付账款||1,782,210,739.88|1,424,750,047.44
预收款项||-|744,733,978.82
合同负债||849,196,412.87|-
应付职工薪酬||84,209,494.77|62,801,279.39
应交税费||44,980,968.44|13,923,798.82
其他应付款||60,379,969.31|77,955,374.09
其他流动负债||157,948,457.03|38,326,155.09
流动负债合计||3,365,039,078.82|2,665,353,806.16
非流动负债：|||
长期应付款||31,754,092.79|-
预计负债||3,973,989.73|3,789,858.88
递延收益||13,603,498.49|14,805,982.06
递延所得税负债||4,359,901.68|4,618,467.78
非流动负债合计||53,691,482.69|23,214,308.72
负债合计||3,418,730,561.51|2,688,568,114.88
所有者权益（或股东权益）：|||
实收资本（或股本）||859,946,895.00|859,946,895.00
资本公积||2,473,418,866.69|2,449,529,752.14
其他综合收益||-9,222,757.83|-1,468,402.80
专项储备||36,196,393.37|35,834,150.08
盈余公积||428,578,872.73|428,578,872.73
未分配利润||4,318,592,801.57|3,743,359,487.08
归属于母公司所有者权益（或股东权益）合计||8,107,511,071.53|7,515,780,754.23
少数股东权益||196,934,206.51|187,809,107.96
所有者权益（或股东权益）合计||8,304,445,278.04|7,703,589,862.19
负债和所有者权益（或股东权益）总计||11,723,175,839.55|10,392,157,977.07
