page|83
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|1,002,715,523.08|1,067,959,971.48
结算备付金||
拆出资金||
交易性金融资产|192,687,237.50|
以公允价值计量且其变动计入当期损益的金融资产||
衍生金融资产||
应收票据|60,055,045.00|75,938,977.90
应收账款|1,132,477,614.90|2,082,856,671.49
应收款项融资|6,708,000.00|
预付款项|78,280,238.19|22,700,588.85
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|935,423,771.17|1,954,534,675.26
其中：应收利息||
应收股利||
买入返售金融资产||
存货|144,304,005.87|160,732,589.79
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|151,266,123.52|195,133,943.63
流动资产合计|3,703,917,559.23|5,559,857,418.40
非流动资产：||
发放贷款和垫款||
page|84
债权投资||
可供出售金融资产||3,000,000.00
其他债权投资||
持有至到期投资||
长期应收款|189,560,140.49|128,297,701.64
长期股权投资|214,437,144.69|169,643,164.78
其他权益工具投资|7,866,167.84|
其他非流动金融资产||
投资性房地产|70,346,184.27|37,768,260.40
固定资产|828,094,208.33|962,400,269.57
在建工程|6,220,231.68|17,654,056.22
生产性生物资产||
油气资产||
使用权资产||
无形资产|223,114,582.35|235,387,137.76
开发支出||
商誉||
长期待摊费用|1,222,368.40|1,407,483.64
递延所得税资产|5,727,747.94|5,898,576.53
其他非流动资产|7,928,478.17|10,160,903.22
非流动资产合计|1,554,517,254.16|1,571,617,553.76
资产总计|5,258,434,813.39|7,131,474,972.16
流动负债：||
短期借款|1,155,000,000.00|1,340,000,000.00
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
衍生金融负债||
应付票据|783,440,561.92|1,457,441,880.05
应付账款|1,328,872,741.86|2,088,850,970.47
预收款项|75,278,827.72|88,994,675.47
合同负债||
卖出回购金融资产款||
page|85
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|29,399,332.64|27,011,337.48
应交税费|15,650,311.03|51,572,386.10
其他应付款|378,454,732.71|498,706,044.09
其中：应付利息|2,363,701.40|3,339,874.71
应付股利|773,663.16|773,663.16
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|455,000,000.00|376,000,000.00
其他流动负债||
流动负债合计|4,221,096,507.88|5,928,577,293.66
非流动负债：||
保险合同准备金||
长期借款|380,000,000.00|586,000,000.00
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款|1,195,199.37|1,865,239.72
长期应付职工薪酬||
预计负债||
递延收益|149,351,063.97|160,753,696.46
递延所得税负债|788,010.81|
其他非流动负债||
非流动负债合计|531,334,274.15|748,618,936.18
负债合计|4,752,430,782.03|6,677,196,229.84
所有者权益：||
股本|733,329,168.00|733,329,168.00
其他权益工具||
其中：优先股||
永续债||
page|86
资本公积|530,478,330.16|529,202,726.52
减：库存股||
其他综合收益|4,136,242.66|
专项储备|13,969,295.63|14,088,791.56
盈余公积|47,367,283.00|47,367,283.00
一般风险准备||
未分配利润|-903,580,313.71|-937,200,922.33
归属于母公司所有者权益合计|425,700,005.74|386,787,046.75
少数股东权益|80,304,025.62|67,491,695.57
所有者权益合计|506,004,031.36|454,278,742.32
负债和所有者权益总计|5,258,434,813.39|7,131,474,972.16
