page|62
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|七、1|984,287,750.93|716,629,911.89
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据|七、4|1,278,938,423.63|1,063,726,078.84
应收账款|七、5|1,579,028,193.47|1,345,154,403.15
应收款项融资|||
预付款项|七、7|54,557,169.28|69,943,291.35
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|5,589,591.65|4,655,823.97
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|661,742,813.53|791,729,783.81
合同资产|||
持有待售资产|||82,089.59
一年内到期的非流动资产|||
其他流动资产|七、13|101,215,465.32|67,419,644.95
流动资产合计||4,665,359,407.81|4,059,341,027.55
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|七、20|2,721,570.80|2,886,614.96
固定资产|七、21|1,464,144,416.13|1,543,217,387.49
在建工程|七、22|20,863,356.28|35,876,288.43
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、26|141,543,546.00|142,649,718.62
开发支出|||
商誉|七、28|185,289,590.07|185,289,590.07
长期待摊费用|七、29|2,553,645.84|3,106,955.71
递延所得税资产|七、30|6,347,581.27|5,346,479.59
其他非流动资产|七、31|10,349,095.63|10,393,393.63
非流动资产合计||1,833,812,802.02|1,928,766,428.50
资产总计||6,499,172,209.83|5,988,107,456.05
流动负债：|||
短期借款|七、32|1,169,762,950.52|705,041,311.13
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、35|1,345,136,221.79|1,262,389,732.53
page|63
应付账款|七、36|988,932,951.71|941,276,962.53
预收款项|七、37||55,594,140.85
合同负债|七、38|72,640,683.98|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|48,150,043.82|44,746,771.69
应交税费|七、40|32,002,395.13|40,737,694.34
其他应付款|七、41|247,302,614.49|516,921,018.19
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43|34,420,000.00|42,445,000.00
其他流动负债|七、44|186,356,503.91|218,553,593.42
流动负债合计||4,124,704,365.35|3,827,706,224.68
非流动负债：|||
保险合同准备金|||
长期借款|七、45|265,108,952.91|199,547,393.25
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|七、51|162,645,690.20|185,251,643.10
递延所得税负债|||
其他非流动负债|||
非流动负债合计||427,754,643.11|384,799,036.35
负债合计||4,552,459,008.46|4,212,505,261.03
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|511,320,000.00|300,000,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|576,868,858.74|77,240,760.82
减：库存股|||
其他综合收益|七、57|711,086.31|105,373.51
专项储备|||
盈余公积|七、59|948,624.20|482,675.50
一般风险准备|||
未分配利润|七、60|608,576,162.79|499,120,683.51
归属于母公司所有者权益（或股东权益）合计||1,698,424,732.04|876,949,493.34
少数股东权益||248,288,469.33|898,652,701.68
所有者权益（或股东权益）合计||1,946,713,201.37|1,775,602,195.02
负债和所有者权益（或股东权益）总计||6,499,172,209.83|5,988,107,456.05
