page|110
项目|2020 年度|2019 年度
一、营业总收入|881,160,810.93|904,558,406.17
其中：营业收入|881,160,810.93|904,558,406.17
利息收入||
已赚保费||
手续费及佣金收入||
二、营业总成本|824,387,829.43|824,517,469.14
其中：营业成本|767,449,681.97|746,487,432.94
利息支出||
手续费及佣金支出||
退保金||
赔付支出净额||
提取保险责任合同准备金净额||
保单红利支出||
分保费用||
page|111
税金及附加|4,042,228.59|4,245,539.43
销售费用|3,015,694.04|22,448,135.12
管理费用|17,576,187.75|22,030,238.76
研发费用|23,048,281.90|20,647,669.73
财务费用|9,255,755.18|8,658,453.16
其中：利息费用|10,371,354.78|10,841,777.16
利息收入|1,616,706.43|1,313,912.47
加：其他收益|2,446,116.30|1,197,425.47
投资收益（损失以“－”号填列）|1,273,894.14|
其中：对联营企业和合营企业的投资收益||
以摊余成本计量的金融资产终止确认收益||
汇兑收益（损失以“-”号填列）||
净敞口套期收益（损失以“－”号填列）||
公允价值变动收益（损失以“－”号填列）||
信用减值损失（损失以“-”号填列）|241,849.43|184,297.76
资产减值损失（损失以“-”号填列）|1,324,379.79|-591,961.74
资产处置收益（损失以“-”号填列）||
三、营业利润（亏损以“－”号填列）|62,059,221.16|80,830,698.52
加：营业外收入||
减：营业外支出|1,689,157.92|300,307.38
四、利润总额（亏损总额以“－”号填列）|60,370,063.24|80,530,391.14
减：所得税费用|8,264,028.69|10,649,243.84
五、净利润（净亏损以“－”号填列）|52,106,034.55|69,881,147.30
（一）按经营持续性分类||
1.持续经营净利润（净亏损以“－”号填列）|52,106,034.55|69,881,147.30
2.终止经营净利润（净亏损以“－”号填列）||
page|112
（二）按所有权归属分类||
1.归属于母公司股东的净利润|52,106,034.55|69,881,147.30
2.少数股东损益||
六、其他综合收益的税后净额||
归属母公司所有者的其他综合收益的税后净额||
（一）不能重分类进损益的其他综合收益||
1.重新计量设定受益计划变动额||
2.权益法下不能转损益的其他综合收益||
3.其他权益工具投资公允价值变动||
4.企业自身信用风险公允价值变动||
5.其他||
（二）将重分类进损益的其他综合收益||
1.权益法下可转损益的其他综合收益||
2.其他债权投资公允价值变动||
3.金融资产重分类计入其他综合收益的金额||
4.其他债权投资信用减值准备||
5.现金流量套期储备||
6.外币财务报表折算差额||
7.其他||
归属于少数股东的其他综合收益的税后净额||
七、综合收益总额|52,106,034.55|69,881,147.30
归属于母公司所有者的综合收益总额|52,106,034.55|69,881,147.30
归属于少数股东的综合收益总额||
八、每股收益：||
page|113
（一）基本每股收益|0.63|0.93
（二）稀释每股收益|0.63|0.93
