page|100
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||744,257,370.13|774,641,462.68
page|101
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||35,939,692.24|66,207,041.31
收到其他与经营活动有关的现金|七、78|33,932,620.70|35,693,455.04
经营活动现金流入小计||814,129,683.07|876,541,959.03
购买商品、接受劳务支付的现金||366,078,228.77|186,538,633.24
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||167,029,917.81|132,769,299.61
支付的各项税费||133,072,402.56|107,403,820.96
支付其他与经营活动有关的现金|七、78|82,625,067.36|66,100,585.61
经营活动现金流出小计||748,805,616.50|492,812,339.42
经营活动产生的现金流量净额||65,324,066.57|383,729,619.61
二、投资活动产生的现金流量：|||
收回投资收到的现金||78,190,000.00|717,020,000.00
取得投资收益收到的现金||4,139,443.47|5,036,642.80
处置固定资产、无形资产和其他长期资产收回的现金净额||60,057.20|181,020.70
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|319,145,730.98|661,072,673.66
投资活动现金流入小计||401,535,231.65|1,383,310,337.16
购建固定资产、无形资产和其他长期资产支付的现金||40,596,087.81|33,597,255.66
投资支付的现金||60,000,000.00|702,810,014.31
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78|265,175,577.91|951,000,000.00
投资活动现金流出小计||365,771,665.72|1,687,407,269.97
投资活动产生的现金流量净额||35,763,565.93|-304,096,932.81
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||1,299,200.00
其中：子公司吸收少数股东投资收到的现金|||
page|102
取得借款收到的现金|||16,050,000.00
收到其他与筹资活动有关的现金|七、78|49,468,348.61|31,292,497.35
筹资活动现金流入小计||49,468,348.61|48,641,697.35
偿还债务支付的现金|||50,000.00
分配股利、利润或偿付利息支付的现金||87,722,026.53|91,898,741.02
其中：子公司支付给少数股东的股利、利润||1,042,260.90|984,610.50
支付其他与筹资活动有关的现金|七、78|52,115,332.69|44,916,415.34
筹资活动现金流出小计||139,837,359.22|136,865,156.36
筹资活动产生的现金流量净额||-90,369,010.61|-88,223,459.01
四、汇率变动对现金及现金等价物的影响||-3,434.04|
五、现金及现金等价物净增加额||10,715,187.85|-8,590,772.21
加：期初现金及现金等价物余额||284,513,507.44|293,104,279.65
六、期末现金及现金等价物余额||295,228,695.29|284,513,507.44
