page|87
项目|附注|2020 年度|2019 年度
一、营业总收入||8,393,142,040.58|6,378,151,355.92
其中：营业收入||8,393,142,040.58|6,378,151,355.92
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||6,602,239,747.25|5,514,070,591.92
其中：营业成本||6,012,974,348.12|5,079,270,536.58
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||34,904,562.69|21,803,492.41
销售费用||121,117,394.96|112,849,091.05
管理费用||143,611,998.26|97,549,293.97
研发费用||309,081,215.26|202,875,711.51
财务费用||-19,449,772.04|-277,533.60
其中：利息费用||9,095,234.53|3,552,349.17
利息收入||33,596,983.00|12,935,616.80
加：其他收益||21,683,099.56|30,198,438.45
投资收益（损失以“－”号填列）||39,616,178.99|26,918,021.68
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填|||
page|88
列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||-2,302,794.88|-303,076.14
信用减值损失（损失以“-”号填列）||-57,471,667.06|111,369,735.15
资产减值损失（损失以“-”号填列）||-1,995,968.31|-4,627,920.05
资产处置收益（损失以“－”号填列）||-895,184.69|66,626,262.62
三、营业利润（亏损以“－”号填列）||1,789,535,956.94|1,094,262,225.71
加：营业外收入||227,890.70|1,844,761.87
减：营业外支出||7,988,788.86|3,813,636.88
四、利润总额（亏损总额以“－”号填列）||1,781,775,058.78|1,092,293,350.70
减：所得税费用||216,501,803.73|137,257,538.92
五、净利润（净亏损以“－”号填列）||1,565,273,255.05|955,035,811.78
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||1,565,273,255.05|955,035,811.78
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||1,565,006,791.51|957,062,795.31
2.少数股东损益（净亏损以“-”号填列）||266,463.54|-2,026,983.53
六、其他综合收益的税后净额||-30,861,855.36|41,755,905.23
（一）归属母公司所有者的其他综合收益的税后净额||-30,861,855.36|41,755,905.23
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-30,861,855.36|41,755,905.23
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
page|89
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-30,861,855.36|41,755,905.23
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||1,534,411,399.69|996,791,717.01
（一）归属于母公司所有者的综合收益总额||1,534,144,936.15|998,818,700.54
（二）归属于少数股东的综合收益总额||266,463.54|-2,026,983.53
八、每股收益：|||
（一）基本每股收益(元/股)||2.09|1.31
（二）稀释每股收益(元/股)||2.09|1.30
