page|87
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||655,856,677.95|519,845,495.73
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现|||
page|88
金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||2,762,258.40|813,340,878.35
收到其他与经营活动有关的现金||394,747,569.84|3,729,739,637.08
经营活动现金流入小计||1,053,366,506.19|5,062,926,011.16
购买商品、接受劳务支付的现金||418,190,781.32|419,425,918.46
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||227,532,395.48|290,894,342.89
支付的各项税费||40,197,348.85|383,834,201.58
支付其他与经营活动有关的现金||122,582,247.47|4,018,295,226.50
经营活动现金流出小计||808,502,773.12|5,112,449,689.43
经营活动产生的现金流量净额||244,863,733.07|-49,523,678.27
二、投资活动产生的现金流量：|||
收回投资收到的现金|||7,500,000.00
取得投资收益收到的现金||686,948.59|
处置固定资产、无形资产和其他长期资产收回的现金净额||1,285,925.54|156,156.07
处置子公司及其他营业单位收到的现金净额||-2,323,832.52|
收到其他与投资活动有关的现金||233,000,000.00|175,617,506.18
投资活动现金流入小计||232,649,041.61|183,273,662.25
购建固定资产、无形资产和其他长期资产支付的现金||9,308,613.24|10,562,783.42
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||233,000,000.00|39,000,000.00
投资活动现金流出小计||242,308,613.24|49,562,783.42
投资活动产生的现金流量净额||-9,659,571.63|133,710,878.83
page|89
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||20,200,000.00|630,739,906.38
收到其他与筹资活动有关的现金||9,280,000.00|3,672,890,368.00
筹资活动现金流入小计||29,480,000.00|4,303,630,274.38
偿还债务支付的现金||181,115,216.17|492,681,366.00
分配股利、利润或偿付利息支付的现金||12,144,951.78|106,328,954.67
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||78,816,103.58|3,892,811,088.29
筹资活动现金流出小计||272,076,271.53|4,491,821,408.96
筹资活动产生的现金流量净额||-242,596,271.53|-188,191,134.58
四、汇率变动对现金及现金等价物的影响||-179,307.94|287,725.33
五、现金及现金等价物净增加额||-7,571,418.03|-103,716,208.69
加：期初现金及现金等价物余额||104,704,110.67|208,420,319.36
六、期末现金及现金等价物余额||97,132,692.64|104,704,110.67
