page|87
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|270,016,431.36|778,810,415.97
结算备付金||
拆出资金||
交易性金融资产|1,061,956,343.39|1,567,455,475.85
衍生金融资产||
应收票据|15,187,291.73|19,007,822.85
应收账款|116,719,673.13|151,384,752.01
应收款项融资||
预付款项|3,699,796.26|3,090,605.07
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|14,245,824.92|11,203,973.19
其中：应收利息|883,694.08|307,974.44
应收股利||
买入返售金融资产||
存货|67,239,166.71|102,801,904.07
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|35,258,654.73|26,395,812.17
流动资产合计|1,584,323,182.23|2,660,150,761.18
非流动资产：||
发放贷款和垫款||
债权投资||
page|88
其他债权投资||
长期应收款||
长期股权投资|749,217,096.08|580,320,776.43
其他权益工具投资|10,586,047.07|10,586,047.07
其他非流动金融资产||
投资性房地产|240,053,640.47|208,076,431.51
固定资产|112,299,681.73|165,434,347.17
在建工程|264,081,237.26|165,087,092.47
生产性生物资产||
油气资产||
使用权资产||
无形资产|711,661,353.79|725,981,645.82
开发支出||
商誉||
长期待摊费用|4,978,616.13|6,195,992.21
递延所得税资产|1,238,133.03|523,837.29
其他非流动资产|1,243,864,596.63|27,540,418.31
非流动资产合计|3,337,980,402.19|1,889,746,588.28
资产总计|4,922,303,584.42|4,549,897,349.46
流动负债：||
短期借款||
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据||
应付账款|50,430,772.27|50,831,077.30
预收款项|68,495.78|126,867,355.55
合同负债|116,911,707.71|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|148,374,602.17|88,822,162.91
page|89
应交税费|14,944,979.29|9,737,140.31
其他应付款|59,633,590.46|30,028,059.74
其中：应付利息||
应付股利||1,425,239.89
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债||
其他流动负债|22,254,526.26|17,980,265.29
流动负债合计|412,618,673.94|324,266,061.10
非流动负债：||
保险合同准备金||
长期借款|241,757,538.69|173,405,620.75
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债|2,599.00|2,599.00
递延收益|7,196,895.80|11,056,798.63
递延所得税负债|111,098.41|120,618.16
其他非流动负债||
非流动负债合计|249,068,131.90|184,585,636.54
负债合计|661,686,805.84|508,851,697.64
所有者权益：||
股本|1,161,058,174.00|1,161,058,174.00
其他权益工具||
其中：优先股||
永续债||
资本公积|1,340,198,622.94|1,340,198,622.94
减：库存股||
其他综合收益|797,950.75|-700,193.33
专项储备||
page|90
盈余公积|353,802,479.88|318,880,669.90
一般风险准备||
未分配利润|1,400,088,422.65|1,213,169,402.06
归属于母公司所有者权益合计|4,255,945,650.22|4,032,606,675.57
少数股东权益|4,671,128.36|8,438,976.25
所有者权益合计|4,260,616,778.58|4,041,045,651.82
负债和所有者权益总计|4,922,303,584.42|4,549,897,349.46
