page|103
销售商品、提供劳务收到的现金||100,284,205,560.45|107,922,209,607.29
收到的税费返还|||
收到其他与经营活动有关的现金||3,020,586,574.65|880,432,402.09
经营活动现金流入小计||103,304,792,135.10|108,802,642,009.38
购买商品、接受劳务支付的现金||80,837,588,736.76|84,806,526,394.32
支付给职工及为职工支付的现金||8,702,715,416.83|7,483,709,291.53
支付的各项税费||1,037,017,460.13|1,615,975,562.07
支付其他与经营活动有关的现金||6,900,549,592.13|8,756,720,879.32
经营活动现金流出小计||97,477,871,205.85|102,662,932,127.24
经营活动产生的现金流量净额||5,826,920,929.25|6,139,709,882.14
page|104
取得借款收到的现金||15,520,000,000.00|15,630,840,273.76
收到其他与筹资活动有关的现金||39,947,401.43|
筹资活动现金流入小计||15,610,397,401.43|15,984,897,747.64
偿还债务支付的现金||17,430,840,273.76|12,546,526,073.72
分配股利、利润或偿付利息支付的现金||555,415,007.07|1,562,195,662.61
其中：子公司支付给少数股东的股利、利润||12,000,000.00|12,000,000.00
支付其他与筹资活动有关的现金||4,480,050,083.91|1,769,956,756.86
筹资活动现金流出小计||22,466,305,364.74|15,878,678,493.19
筹资活动产生的现金流量净额||-6,855,907,963.31|106,219,254.45
四、汇率变动对现金及现金等价物的影响||-242,700.09|-1,095,099.15
五、现金及现金等价物净增加额||-1,944,317,664.25|4,073,398,081.33
加：期初现金及现金等价物余额||10,587,979,162.31|6,514,581,080.98
六、期末现金及现金等价物余额||8,643,661,498.06|10,587,979,162.31
page|105
吸收投资收到的现金|||
取得借款收到的现金||10,020,000,000.00|12,050,000,000.00
