page|87
项目|附注|2021 年度|2020 年度
一、营业收入|七.61|177,561,051.53|135,898,857.78
减：营业成本|七.61|81,583,518.74|48,559,081.37
税金及附加|七.62|1,513,125.61|1,292,117.09
销售费用|七.63|13,974,760.60|9,211,551.81
管理费用|七.64|5,831,485.43|5,937,103.22
研发费用|七.65|21,215,570.04|15,144,218.10
财务费用|七.66|-1,988,133.50|-1,415,964.33
其中：利息费用||139,657.05|202,124.97
利息收入||2,256,346.27|1,710,887.45
加：其他收益|七.67|7,347,967.02|11,460,411.95
投资收益（损失以“－”号填列）|七.68||283,671.23
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
page|88
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七.71|-3,292,576.19|-3,099,289.02
资产减值损失（损失以“-”号填列）|七.72|-552,147.47|
资产处置收益（损失以“－”号填列）|||
二、营业利润（亏损以“－”号填列）||58,933,967.97|65,815,544.68
加：营业外收入|七.74|1,491,665.66|3,930,755.01
减：营业外支出|七.75|672.28|833.23
三、利润总额（亏损总额以“－”号填列）||60,424,961.35|69,745,466.46
减：所得税费用|七.76|4,972,970.59|6,078,549.66
四、净利润（净亏损以“－”号填列）||55,451,990.76|63,666,916.80
（一）持续经营净利润（净亏损以“－”号填列）||55,451,990.76|63,666,916.80
（二）终止经营净利润（净亏损以“－”号填列）|||
五、其他综合收益的税后净额|||
（一）不能重分类进损益的其他综合收益|||
1.重新计量设定受益计划变动额|||
2.权益法下不能转损益的其他综合收益|||
3.其他权益工具投资公允价值变动|||
4.企业自身信用风险公允价值变动|||
（二）将重分类进损益的其他综合收益|||
1.权益法下可转损益的其他综合收益|||
2.其他债权投资公允价值变动|||
3.金融资产重分类计入其他综合收益的金额|||
4.其他债权投资信用减值准备|||
5.现金流量套期储备|||
6.外币财务报表折算差额|||
7.其他|||
六、综合收益总额||55,451,990.76|63,666,916.80
七、每股收益：|||
（一）基本每股收益(元/股)||0.88|1.02
（二）稀释每股收益(元/股)||0.88|1.02
