page|80
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,647,140,313.27|2,095,581,938.62
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现|||
page|81
金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||20,767,176.06|23,491,227.50
收到其他与经营活动有关的现金||53,421,475.47|156,551,935.66
经营活动现金流入小计||1,721,328,964.80|2,275,625,101.78
购买商品、接受劳务支付的现金||526,528,051.38|1,358,432,253.59
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||486,681,828.55|492,078,828.92
支付的各项税费||108,247,323.94|75,357,740.43
支付其他与经营活动有关的现金||85,212,170.87|131,993,570.67
经营活动现金流出小计||1,206,669,374.74|2,057,862,393.61
经营活动产生的现金流量净额||514,659,590.06|217,762,708.17
二、投资活动产生的现金流量：|||
收回投资收到的现金||55,494,529.27|60,000,000.00
取得投资收益收到的现金||435,808.75|475,782.08
处置固定资产、无形资产和其他长期资产收回的现金净额||4,828,295.50|266,620.21
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||26,241,540.00|68,783,218.20
投资活动现金流入小计||87,000,173.52|129,525,620.49
购建固定资产、无形资产和其他长期资产支付的现金||552,979,408.02|334,246,358.95
投资支付的现金|||177,752,330.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||46,198,100.84
投资活动现金流出小计||552,979,408.02|558,196,789.79
投资活动产生的现金流量净额||-465,979,234.50|-428,671,169.30
page|82
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||1,858,595,841.84|1,429,564,655.10
收到其他与筹资活动有关的现金||738,364,472.17|174,461,282.54
筹资活动现金流入小计||2,596,960,314.01|1,604,025,937.64
偿还债务支付的现金||1,705,089,920.09|1,165,998,636.09
分配股利、利润或偿付利息支付的现金||86,938,226.33|75,191,795.81
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||857,781,001.59|164,421,869.67
筹资活动现金流出小计||2,649,809,148.01|1,405,612,301.57
筹资活动产生的现金流量净额||-52,848,834.00|198,413,636.07
四、汇率变动对现金及现金等价物的影响||-6,433,597.82|-19,914,338.30
五、现金及现金等价物净增加额||-10,602,076.26|-32,409,163.36
加：期初现金及现金等价物余额||107,719,003.87|140,128,167.23
六、期末现金及现金等价物余额||97,116,927.61|107,719,003.87
