page|80
项目|附注|2021 年度|2020 年度
一、营业总收入||7,082,350,715.12|5,596,526,645.12
其中：营业收入|七、61|7,082,350,715.12|5,596,526,645.12
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||6,997,256,849.75|5,421,736,926.35
其中：营业成本|七、61|6,843,801,999.56|5,266,797,935.14
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|17,695,103.30|11,558,246.24
销售费用|七、63|21,342,405.85|25,731,752.59
管理费用|七、64|118,979,897.59|108,744,397.22
研发费用|||
page|81
财务费用|七、66|-4,562,556.55|8,904,595.16
其中：利息费用||3,160,573.86|12,997,711.50
利息收入||-8,268,839.80|-4,898,463.99
加：其他收益|七、67|27,239,454.88|16,633,213.24
投资收益（损失以“－”号填列）|七、68|17,139,959.70|13,959,594.36
其中：对联营企业和合营企业的投资收益||15,284,542.17|12,565,155.05
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七、71|-1,125,640.95|-3,622,244.53
资产减值损失（损失以“-”号填列）|七、72||-5,302,676.47
资产处置收益（损失以“－”号填列）|七、73|17,150,848.49|832,330.22
三、营业利润（亏损以“－”号填列）||145,498,487.49|197,289,935.59
加：营业外收入|七、74|667,642.04|451,251.21
减：营业外支出|七、75|2,077,537.55|5,149,431.35
四、利润总额（亏损总额以“－”号填列）||144,088,591.98|192,591,755.45
减：所得税费用|七、76|29,965,631.58|33,255,578.97
五、净利润（净亏损以“－”号填列）||114,122,960.40|159,336,176.48
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||114,122,960.40|159,336,176.48
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||99,263,555.21|121,791,144.43
2.少数股东损益（净亏损以“-”号填列）||14,859,405.19|37,545,032.05
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值|||
page|82
变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||114,122,960.40|159,336,176.48
（一）归属于母公司所有者的综合收益总额||99,263,555.21|121,791,144.43
（二）归属于少数股东的综合收益总额||14,859,405.19|37,545,032.05
八、每股收益：|||
（一）基本每股收益(元/股)||0.35|0.43
（二）稀释每股收益(元/股)||0.35|0.43
