page|70
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,012,753,082.74|1,349,239,038.81
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||28,199,645.54|23,336,320.77
收到其他与经营活动有关的现金|七、78|15,701,327.88|18,317,753.97
经营活动现金流入小计||2,056,654,056.16|1,390,893,113.55
购买商品、接受劳务支付的现金||1,671,643,729.18|946,508,235.28
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||471,194,485.87|269,982,113.42
支付的各项税费||65,094,006.90|64,263,860.83
支付其他与经营活动有关的现金|七、78|57,699,171.68|29,507,383.18
经营活动现金流出小计||2,265,631,393.63|1,310,261,592.71
经营活动产生的现金流量净额||-208,977,337.47|80,631,520.84
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||3,011,731.50|3,312,904.65
处置固定资产、无形资产和其他长期资产收回的现金净额||236,879.54|1,788,395.75
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|13,500,000.00|
投资活动现金流入小计||16,748,611.04|5,101,300.40
购建固定资产、无形资产和其他长期资产支付的现金||166,560,704.83|160,468,634.94
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||6,189,811.33
支付其他与投资活动有关的现金|七、78|31,509,950.00|
投资活动现金流出小计||198,070,654.83|166,658,446.27
投资活动产生的现金流量净额||-181,322,043.79|-161,557,145.87
page|71
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||169,629,056.60
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||784,106,000.00|754,340,813.86
收到其他与筹资活动有关的现金|七、78||15,000,047.11
筹资活动现金流入小计||784,106,000.00|938,969,917.57
偿还债务支付的现金||329,553,340.00|846,715,522.91
分配股利、利润或偿付利息支付的现金||55,774,068.87|24,644,938.83
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|4,455,471.73|2,750,100.00
筹资活动现金流出小计||389,782,880.60|874,110,561.74
筹资活动产生的现金流量净额||394,323,119.40|64,859,355.83
四、汇率变动对现金及现金等价物的影响||-161,416.38|44,737.29
五、现金及现金等价物净增加额||3,862,321.76|-16,021,531.91
加：期初现金及现金等价物余额||33,353,901.40|49,375,433.31
六、期末现金及现金等价物余额||37,216,223.16|33,353,901.40
