page|61
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|221,279,579.91|72,699,454.88
结算备付金|||
拆出资金|||
交易性金融资产|七、2|580,755.00|1,287,000.00
衍生金融资产|||
应收票据|七、4|41,397,232.65|
应收账款|七、5|1,108,635,125.47|613,428,948.82
应收款项融资|七、6|18,448,000.00|65,885,794.13
预付款项|七、7|29,720,143.40|14,229,267.49
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|6,146,742.74|15,770,744.96
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|410,222,454.37|243,806,826.52
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|61,937,653.89|47,781,792.31
流动资产合计||1,898,367,687.43|1,074,889,829.11
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|七、18|67,117,285.10|67,117,285.10
其他非流动金融资产|||
投资性房地产|七、20|12,549,882.34|
固定资产|七、21|726,848,018.15|590,499,632.25
在建工程|七、22|26,364,657.75|57,175,531.41
生产性生物资产|||
油气资产|||
使用权资产|七、25|9,809,522.49|
无形资产|七、26|97,526,648.94|51,382,450.95
开发支出|||
商誉|七、28|753,759.78|753,759.78
长期待摊费用|七、29|16,418,308.53|17,883,040.43
page|62
递延所得税资产|七、30|30,083,854.39|13,040,703.44
其他非流动资产|七、31|38,507,059.47|56,862,687.49
非流动资产合计||1,025,978,996.94|854,715,090.85
资产总计||2,924,346,684.37|1,929,604,919.96
流动负债：|||
短期借款|七、32|660,997,747.85|305,090,259.64
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、35|459,450,000.00|130,850,000.00
应付账款|七、36|565,731,136.33|377,889,127.34
预收款项|七、37|32,849.41|
合同负债|七、38|38,639.08|806,428.58
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|41,914,047.22|34,454,545.03
应交税费|七、40|8,339,511.16|7,320,154.23
其他应付款|七、41|9,230,149.90|7,014,733.34
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43|80,194,864.08|310,347.22
其他流动负债|七、44|20,054,423.07|26,445.71
流动负债合计||1,845,983,368.10|863,762,041.09
非流动负债：|||
保险合同准备金|||
长期借款|七、45|291,500,000.00|254,000,000.00
应付债券|||
其中：优先股|||
永续债|||
租赁负债|七、47|7,373,685.79|
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|七、51|28,017,226.88|31,026,547.16
递延所得税负债|七、30|87,113.25|
其他非流动负债|||
非流动负债合计||326,978,025.92|285,026,547.16
负债合计||2,172,961,394.02|1,148,788,588.25
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|401,000,000.00|401,000,000.00
其他权益工具|||
page|63
其中：优先股|||
永续债|||
资本公积|七、55|132,320,652.29|132,320,652.29
减：库存股|||
其他综合收益|七、57|-227,576.31|-31,702.85
专项储备|||
盈余公积|七、59|30,750,370.80|27,865,009.59
一般风险准备|||
未分配利润|七、60|187,541,843.57|219,662,372.68
归属于母公司所有者权益（或股东权益）合计||751,385,290.35|780,816,331.71
少数股东权益|||
所有者权益（或股东权益）合计||751,385,290.35|780,816,331.71
负债和所有者权益（或股东权益）总计||2,924,346,684.37|1,929,604,919.96
