page|66
项目|附注|2021 年度|2020 年度
一、营业总收入||2,447,839,838.63|1,531,196,096.32
其中：营业收入|七、61|2,447,839,838.63|1,531,196,096.32
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||2,467,422,294.14|1,483,888,233.97
其中：营业成本|七、61|2,214,613,927.66|1,303,710,311.97
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|9,066,412.74|7,091,051.08
销售费用|七、63|9,872,554.07|5,324,291.84
管理费用|七、64|85,296,476.23|62,983,160.23
研发费用|七、65|122,743,184.30|79,577,918.67
财务费用|七、66|25,829,739.14|25,201,500.18
其中：利息费用||30,349,322.64|23,512,488.20
利息收入||1,517,806.60|1,233,263.33
加：其他收益|七、67|33,358,984.06|32,632,946.72
投资收益（损失以“－”号填列）|七、68|-4,324,097.00|2,432,904.65
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|-706,245.00|1,287,000.00
信用减值损失（损失以“-”号填列）|七、71|-14,239,339.07|-2,100,434.74
资产减值损失（损失以“-”号填列）|七、72|-11,218,136.32|-5,336,199.80
资产处置收益（损失以“－”号填列）|七、73|-1,652,930.29|47,608.20
三、营业利润（亏损以“－”号填列）||-18,364,219.13|76,271,687.38
加：营业外收入|七、74|1,238,561.49|531,803.63
减：营业外支出|七、75|1,171,072.58|321,163.76
四、利润总额（亏损总额以“－”号填列）||-18,296,730.22|76,482,327.25
减：所得税费用|七、76|-17,240,506.44|2,254,154.09
五、净利润（净亏损以“－”号填列）||-1,056,223.78|74,228,173.16
page|67
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-1,056,223.78|74,228,173.16
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-1,056,223.78|74,228,173.16
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额|七、77|-195,873.46|-46,088.77
（一）归属母公司所有者的其他综合收益的税后净额||-195,873.46|-46,088.77
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-195,873.46|-46,088.77
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-195,873.46|-46,088.77
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||-1,252,097.24|74,182,084.39
（一）归属于母公司所有者的综合收益总额||-1,252,097.24|74,182,084.39
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||-0.003|0.20
（二）稀释每股收益(元/股)||-0.003|0.20
